Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Prerequisite_3,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course_Delivery_Mode,FREE_TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
DIP,Gordon Geelong Institute of TAFE,Melbourne (Geelong City Campus),HLT54115 Diploma of Nursing,Medical and Nursing,30705,30705,AUD,Course,2,Years,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/hlt54115-diploma-of-nursing,English,A,"Start your nursing career with confidence! This popular course will equip you with the knowledge and practical skills you need to register as an enrolled nurse or create a pathway to university. Our professional team of trainers share their experience and expertise to ensure you gain the latest industry knowledge.

Our partnerships with Barwon Health, St John of God Hospital, and other healthcare providers also provide excellent work placement and employment opportunities. The course covers anatomy and physiology, communication skills, medical terminology, infection control, legal and ethical issues associated with nursing, nursing patients with complex needs, administering medications, and nursing patients with mental health needs.

This course is accredited by the Nursing and Midwifery Board of Australia (NMBA). On successful completion of your studies you will be eligible to register as an Enrolled nurse with the Nursing and Midwifery Board of Australia (NMBA).

We receive a high number of applications for this course, with only limited places available. When submitting an application you are not guaranteed an offer. Make sure you submit your application on time and aim to make your application really count! Applicants are assessed individually and offers extended accordingly.

This course is eligible for JobTrainer and Free TAFE in 2021. Click here for eligibility criteria. Enrolled nurse in a variety of settings
Pathways to higher education",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. ​Applicants must be 18 years and over at the time of course commencement
Working with Children Check & Police Check required for industry work placement 
Up to date immunisation/vaccination record
The Australian Nursing and Midwifery Accreditation Council (ANMAC) under Standard 6.1 require that 6.1 Applicants are informed of the following before accepting an offer of enrolment: students that would be required by the Nursing and Midwifery Board of Australia (NMBA) to provide a formal English language skills test when applying for registration10, must provide a formal English language test result demonstrating they have achieved the NMBA specified level of English language skills, prior to commencing the program. Further details are available here.
Applicants must be able to provide their Year 12 certificate OR evidence that they have completed a Certificate IV or above level, otherwise they will be required to undertake an independent assessment test to ensure they can satisfactorily attain Level 3 in both reading and numeracy to apply for a VET Student Loan. To meet the academic requirements for the course, applicants are expected to have literacy and numeracy skills at Year 11 or Australian Core Skills Framework Level 3",Normal,No,Administer and monitor medicines and intravenous therapy,,,Analyse and respond to client health information,,,Apply communication skills in nursing practice,,,Apply legal and ethical parameters to nursing practice,,,Apply nursing practice in the primary health care setting,,,Apply principles of wound management in the clinical environment,,,Comply with infection prevention and control policies and procedures,,,Confirm physical health status,,,Contribute to nursing care of a person with complex needs,,,Follow safe work practices for direct client care,,,Implement and monitor care for a person with acute health problems,,,Implement and monitor care for a person with chronic health problems,,,Implement and monitor care for a person with mental health conditions,,,Implement and monitor care of the older person,,,Implement monitor and evaluate nursing care plans,,,Perform clinical assessment and contribute to planning nursing care,,,Practise nursing within the Australian health care system,,,Promote Aboriginal and/or Torres Strait Islander cultural safety,,,Reflect on and improve own professional practice,,,Work with diverse people,,,Apply a palliative approach in nursing practice,,,Implement and monitor care for a person with diabetes,,,Interpret and apply medical terminology appropriately,,,Manage personal stressors in the work environment,,,Research and apply evidence to practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Gordon Geelong Institute of TAFE,Melbourne (Werribee Watton Campus),HLT54115 Diploma of Nursing,Medical and Nursing,30705,30705,AUD,Course,2,Years,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/hlt54115-diploma-of-nursing,English,A,"Start your nursing career with confidence! This popular course will equip you with the knowledge and practical skills you need to register as an enrolled nurse or create a pathway to university. Our professional team of trainers share their experience and expertise to ensure you gain the latest industry knowledge.

Our partnerships with Barwon Health, St John of God Hospital, and other healthcare providers also provide excellent work placement and employment opportunities. The course covers anatomy and physiology, communication skills, medical terminology, infection control, legal and ethical issues associated with nursing, nursing patients with complex needs, administering medications, and nursing patients with mental health needs.

This course is accredited by the Nursing and Midwifery Board of Australia (NMBA). On successful completion of your studies you will be eligible to register as an Enrolled nurse with the Nursing and Midwifery Board of Australia (NMBA).

We receive a high number of applications for this course, with only limited places available. When submitting an application you are not guaranteed an offer. Make sure you submit your application on time and aim to make your application really count! Applicants are assessed individually and offers extended accordingly.

This course is eligible for JobTrainer and Free TAFE in 2021. Click here for eligibility criteria. Enrolled nurse in a variety of settings
Pathways to higher education",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. ​Applicants must be 18 years and over at the time of course commencement
Working with Children Check & Police Check required for industry work placement 
Up to date immunisation/vaccination record
The Australian Nursing and Midwifery Accreditation Council (ANMAC) under Standard 6.1 require that 6.1 Applicants are informed of the following before accepting an offer of enrolment: students that would be required by the Nursing and Midwifery Board of Australia (NMBA) to provide a formal English language skills test when applying for registration10, must provide a formal English language test result demonstrating they have achieved the NMBA specified level of English language skills, prior to commencing the program. Further details are available here.
Applicants must be able to provide their Year 12 certificate OR evidence that they have completed a Certificate IV or above level, otherwise they will be required to undertake an independent assessment test to ensure they can satisfactorily attain Level 3 in both reading and numeracy to apply for a VET Student Loan. To meet the academic requirements for the course, applicants are expected to have literacy and numeracy skills at Year 11 or Australian Core Skills Framework Level 3",Normal,No,Administer and monitor medicines and intravenous therapy,,,Analyse and respond to client health information,,,Apply communication skills in nursing practice,,,Apply legal and ethical parameters to nursing practice,,,Apply nursing practice in the primary health care setting,,,Apply principles of wound management in the clinical environment,,,Comply with infection prevention and control policies and procedures,,,Confirm physical health status,,,Contribute to nursing care of a person with complex needs,,,Follow safe work practices for direct client care,,,Implement and monitor care for a person with acute health problems,,,Implement and monitor care for a person with chronic health problems,,,Implement and monitor care for a person with mental health conditions,,,Implement and monitor care of the older person,,,Implement monitor and evaluate nursing care plans,,,Perform clinical assessment and contribute to planning nursing care,,,Practise nursing within the Australian health care system,,,Promote Aboriginal and/or Torres Strait Islander cultural safety,,,Reflect on and improve own professional practice,,,Work with diverse people,,,Apply a palliative approach in nursing practice,,,Implement and monitor care for a person with diabetes,,,Interpret and apply medical terminology appropriately,,,Manage personal stressors in the work environment,,,Research and apply evidence to practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,25G01683 Provide CPR (Provide Cardiopulmonary Resuscitation,Computer Science & Information Technology,115,115,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01683-provide-cpr-(provide-cardiopulmonary-resu,English,A,"Learn the skills to assist a casualty that has suffered a cardiac arrest following a heart attack, significant trauma or other illness. This course covers: Management of the non-responsive casualty
Calling medical assistance
Cardiopulmonary resuscitations
Use of an automatic external defibrillator",,Australia,No,Yes,No,Yes,No,"Please be advised that some of our publicly listed first aid programs have been postponed in response to the Covid-19 crisis.

At this time The Gordon will only be offering first aid training to participants who are part of the essential service workforce or students currently enrolled in essential service programs. 

Options available to you: The Gordon will consider requests for first aid training for organisations related to essential services. This will be considered on a case-to-case basis and we encourage you to contact us on via the contact form below.",Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Gordon Geelong Institute of TAFE,Melbourne,25G01685 Provide First Aid,Computer Science & Information Technology,,,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01685-provide-first-aid,English,A,"Learn the skills and knowledge you need to confidently provide first aid to a casualty in a range of situations, including community and workplace settings. This course covers a broad range of topics including responding to an emergency, applying practical first aid procedures (including CPR) and learning how to report event details and incident evaluations to emergency services.

This course covers the accredited unit: HLTAID003 Provide First Aid",,Australia,No,Yes,No,Yes,No,,Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,22516VIC Minimising Risks in the Use of 1080 & PAPP Bait Prod for Vertebrate Pest Control,Computer Science & Information Technology,305,305,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/22516vic-minimising-risks-in-the-use-of-1080-pap,English,A,Identify and manage the risks associated with the use of 1080 pest animal bait products for vertebrate pest control. This course provides all the information you need on the requirements for purchasing and using 1080 pest animal bait products. 22516VIC Course in Minimising Risks in the Use of 1080 and PAPP Bait Products for Vertebrate Pest Control,,Australia,No,Yes,No,Yes,No,,Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHORT COURSES,Gordon Geelong Institute of TAFE,Melbourne,25G01797 AgVet Chemical Course,Agriculture,,,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01797-agvet-chemical-course,English,A,"Develop the skills and knowledge required to prepare and use chemicals to control weeds, pests and diseases. 
This two-day comprehensive course covers theory and practical demonstration in chemicals related to the workplace and in particular environments.
The course covers the following accredited units: AHCCHM304 Transport and store chemicals
AHCCHM307 Prepare and apply chemicals to control pest, weeds and diseases add these new units",,Australia,No,Yes,No,Yes,No,,Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (East Geelong Campus),AHC41019 Certificate IV in Agribusiness,Agriculture,11900,11900,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/ahc41019-certificate-iv-in-agribusiness,English,A,"This nationally recognised agribusiness course has been designed to equip you with business skills to develop and implement the administrative and operational requirements associated with agricultural production and services. This course is suited to individuals who may be required to supervise and lead other workers or teams and be involved in some decision-making.  Work may take place in a range of industry sectors and complex, regularly changing environments. 

The Program has been designed in consultation with industry leaders within the agribusiness profession. It includes industry engagement, case studies and field trips to develop your networking and decision-making skills that will enable you to manage and direct an agricultural enterprise successfully.

Blended delivery combines online content with face to face workshops, and is self-directed learning.  This unique delivery helps with learning and embedding of learning practices. Participants will undertake a minimum of 10 -15 hours of study per week, for the duration of the course. This includes reading, research and completion of activities in preparation of the workshops. Agribusiness administrator
Assistant Farm manager supervisor
Production manager 
Manager small farm production",,Australia,Yes,Yes,No,Yes,Yes,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 18 or over
To meet the academic requirements for the course, applicants are expected to have literacy and numeracy skills at Year 11 or Australian Core Skills Framework Level 3
Applicants must have relevant experience in the Agribusiness sector",Normal,No,Analyse and interpret production data,,,Keep financial records for primary production business,,,Maintain work health and safety processes,,,Analyse and present research information,,,Assess new industry developments,,,Collect and manage data,,,Cost a project,,,Identify risk and apply risk management processes,,,Implement and monitor quality assurance procedures,,,Make a presentation,,,Operate within a budget framework,,,Provide information on issues and policies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne,AHC41019 Certificate IV in Agribusiness,Agriculture,11900,11900,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/ahc41019-certificate-iv-in-agribusiness,English,A,"This nationally recognised agribusiness course has been designed to equip you with business skills to develop and implement the administrative and operational requirements associated with agricultural production and services. This course is suited to individuals who may be required to supervise and lead other workers or teams and be involved in some decision-making.  Work may take place in a range of industry sectors and complex, regularly changing environments. 

The Program has been designed in consultation with industry leaders within the agribusiness profession. It includes industry engagement, case studies and field trips to develop your networking and decision-making skills that will enable you to manage and direct an agricultural enterprise successfully.

Blended delivery combines online content with face to face workshops, and is self-directed learning.  This unique delivery helps with learning and embedding of learning practices. Participants will undertake a minimum of 10 -15 hours of study per week, for the duration of the course. This includes reading, research and completion of activities in preparation of the workshops. Agribusiness administrator
Assistant Farm manager supervisor
Production manager 
Manager small farm production",,Australia,Yes,Yes,No,Yes,Yes,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 18 or over
To meet the academic requirements for the course, applicants are expected to have literacy and numeracy skills at Year 11 or Australian Core Skills Framework Level 3
Applicants must have relevant experience in the Agribusiness sector",Normal,No,Analyse and interpret production data,,,Keep financial records for primary production business,,,Maintain work health and safety processes,,,Analyse and present research information,,,Assess new industry developments,,,Collect and manage data,,,Cost a project,,,Identify risk and apply risk management processes,,,Implement and monitor quality assurance procedures,,,Make a presentation,,,Operate within a budget framework,,,Provide information on issues and policies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (East Geelong Campus),AHC20416 Certificate II in Horticulture,Agriculture,5995,5995,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/ahc20416-certificate-ii-in-horticulture,English,A,"Are you looking to enter the horticulture industry, or perhaps get a taste for the trade before undertaking an apprenticeship? This entry-level horticulture course is designed to give you the core skills and knowledge for the industry, and introduce you to various horticulture specialisations. This is a hands-on course where you’ll learn to recognise plants, undertake planting tasks, use correct pruning techniques, collect plant specimens and develop retail skills relevant to a garden centre environment.

This course is eligible for JobTrainer and Free TAFE in 2021. Click here for eligibility criteria.

Do you need help with job search strategies, updating your resume, linking with employers, and finding apprenticeship vacancies? Contact The Gordon’s Skills and Jobs Centre. Nursery assistant
Landscape assistant
Parks and gardens assistant",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 16 or over at the time of course commencement
Any student under the age of 17 must provide a Transition from School form prior to undertaking the course.
Applicants are expected to have literacy and numeracy skills to at least Year 10 or Australian Core Skills Framework Level 2",Normal,No,Assist with soil or growing media sampling and testing,,,Participate in work health and safety processes,,,Recognise plants,,,Treat plant pests diseases and disorders,,,Treat weeds,,,Assist with landscape construction work,,,Assist with low volume irrigation operations,,,Care for nursery plants,,,Collect prepare and preserve plant specimens,,,Construct low-profile timber or modular retaining walls,,,Install aggregate paths,,,Lay paving,,,Maintain properties and structures,,,Operate basic machinery and equipment,,,Plant trees and shrubs,,,Pot up plants,,,Provide information on products and services,,,Prune shrubs and small trees,,,Renovate grassed areas,,,Set out site for construction works,,,Support turf establishment,,,Undertake propagation activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (East Geelong Campus),AHC21616 Certificate II in Landscaping,Creative Arts & Design & Music,5489,5489,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/ahc21616-certificate-ii-in-landscaping,English,A,"Are you looking to enter the landscape industry, or perhaps get a taste of the trade before undertaking an apprenticeship? This entry-level course is designed to give you the core skills and knowledge for the industry, and introduce you to various aspects of landscape construction. As a hands-on course, you`ll learn to assist with landscape construction work, construct timber retaining walls, install aggregate paths, lay paving, install irrigation, and recognise plants. Landscaping or horticulture assistant
Apprenticeship in Landscaping",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 16 or over
Applicants are expected to have literacy and numeracy skills to at least Year 10 or Australian Core Skills Framework Level 2
Any student under the age of 17 must provide a Transition from School form prior to undertaking this course.
Apprenticeship and traineeship applicants must be currently employed under a training contract and referred by their employer.",Traineeship,No,Assist with landscape construction work,,,Construct low-profile timber or modular retaining walls,,,Install aggregate paths,,,Lay paving,,,Operate basic machinery and equipment,,,Participate in work health and safety processes,,,Plant trees and shrubs,,,Recognise plants,,,Assist with low volume irrigation operations,,,Assist with soil or growing media sampling and testing,,,Care for nursery plants,,,Collect prepare and preserve plant specimens,,,Maintain properties and structures,,,Pot up plants,,,Provide information on products and services,,,Prune shrubs and small trees,,,Set out site for construction works,,,Support turf establishment,,,Treat plant pests diseases and disorders,,,Treat weeds,,,Undertake propagation activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Ballarat,AHC21616 Certificate II in Landscaping,Creative Arts & Design & Music,5489,5489,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/ahc21616-certificate-ii-in-landscaping,English,A,"Are you looking to enter the landscape industry, or perhaps get a taste of the trade before undertaking an apprenticeship? This entry-level course is designed to give you the core skills and knowledge for the industry, and introduce you to various aspects of landscape construction. As a hands-on course, you`ll learn to assist with landscape construction work, construct timber retaining walls, install aggregate paths, lay paving, install irrigation, and recognise plants. Landscaping or horticulture assistant
Apprenticeship in Landscaping",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 16 or over
Applicants are expected to have literacy and numeracy skills to at least Year 10 or Australian Core Skills Framework Level 2
Any student under the age of 17 must provide a Transition from School form prior to undertaking this course.
Apprenticeship and traineeship applicants must be currently employed under a training contract and referred by their employer.",Traineeship,No,Assist with landscape construction work,,,Construct low-profile timber or modular retaining walls,,,Install aggregate paths,,,Lay paving,,,Operate basic machinery and equipment,,,Participate in work health and safety processes,,,Plant trees and shrubs,,,Recognise plants,,,Assist with low volume irrigation operations,,,Assist with soil or growing media sampling and testing,,,Care for nursery plants,,,Collect prepare and preserve plant specimens,,,Maintain properties and structures,,,Pot up plants,,,Provide information on products and services,,,Prune shrubs and small trees,,,Set out site for construction works,,,Support turf establishment,,,Treat plant pests diseases and disorders,,,Treat weeds,,,Undertake propagation activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (East Geelong Campus),AHC30716 Certificate III in Horticulture,Agriculture,9785,9785,AUD,Course,2,Years,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/ahc30716-certificate-iii-in-horticulture,English,A,"If you enjoy being outdoors, have an interest in plants and gardens, and are looking for a hands-on career, then horticulture could be for you. This is a generalist horticulture course that will equip you with comprehensive skills and knowledge to successfully enter the horticulture industry. You will learn about plant identification, pest and disease, weeds, propagation, soils and plant nutrition, customer service, turf establishment, plant establishment, drainage and irrigation, retaining walls and paving and OHS matters.

For those wishing to study the course on a part time basis who are currently employed in the trade, or with recent industry experience, the course duration is 2 years.  For those wishing to study the course on a part time basis who are not employed in the trade, or without industry experience, the course duration is 3 years.

This course is eligible for JobTrainer and Free TAFE in 2021. Click here for eligibility criteria. Horticulturalist
Nursery worker - retail/wholesale
Landscaper
Groundsperson
Parks and gardens assistant",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 16 years and over at the time of course commencement
Any student under the age of 17 must provide a Transition from School form prior to undertaking the course.
Applicants are expected to have literacy and numeracy skills to at least Year 10 or Australian Core Skills Framework Level 2
Apprenticeship and traineeship applicants must be currently employed under a training contract and referred by their employer.",Traineeship,No,Contribute to work health and safety processes,,,Control plant pests diseases and disorders,,,Control weeds,,,Implement soil improvements for garden and turf areas,,,Provide information on plants and their culture,,,Deliver and promote sales of plants,,,Establish turf,,,Identify plant specimens,,,Implement a grassed area maintenance program,,,Implement a paving project,,,Implement a plant establishment program,,,Implement a plant nutrition program,,,Implement a propagation plan,,,Implement a retaining wall project,,,Install pressurised irrigation systems,,,Maintain nursery plants,,,Operate pressurised irrigation systems,,,Perform specialist amenity pruning,,,Plan and maintain plant displays,,,Prepare and apply chemicals to control pest weeds and diseases,,,Prepare specialised plants,,,Receive and dispatch nursery products,,,Recognise plants,,,Report on health and condition of trees,,,Transport and store chemicals,,,Troubleshoot irrigation systems,,,Use organisation computers or data systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (Werribee Campus),AHC30716 Certificate III in Horticulture,Agriculture,9785,9785,AUD,Course,2,Years,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/ahc30716-certificate-iii-in-horticulture,English,A,"If you enjoy being outdoors, have an interest in plants and gardens, and are looking for a hands-on career, then horticulture could be for you. This is a generalist horticulture course that will equip you with comprehensive skills and knowledge to successfully enter the horticulture industry. You will learn about plant identification, pest and disease, weeds, propagation, soils and plant nutrition, customer service, turf establishment, plant establishment, drainage and irrigation, retaining walls and paving and OHS matters.

For those wishing to study the course on a part time basis who are currently employed in the trade, or with recent industry experience, the course duration is 2 years.  For those wishing to study the course on a part time basis who are not employed in the trade, or without industry experience, the course duration is 3 years.

This course is eligible for JobTrainer and Free TAFE in 2021. Click here for eligibility criteria. Horticulturalist
Nursery worker - retail/wholesale
Landscaper
Groundsperson
Parks and gardens assistant",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 16 years and over at the time of course commencement
Any student under the age of 17 must provide a Transition from School form prior to undertaking the course.
Applicants are expected to have literacy and numeracy skills to at least Year 10 or Australian Core Skills Framework Level 2
Apprenticeship and traineeship applicants must be currently employed under a training contract and referred by their employer.",Traineeship,No,Contribute to work health and safety processes,,,Control plant pests diseases and disorders,,,Control weeds,,,Implement soil improvements for garden and turf areas,,,Provide information on plants and their culture,,,Deliver and promote sales of plants,,,Establish turf,,,Identify plant specimens,,,Implement a grassed area maintenance program,,,Implement a paving project,,,Implement a plant establishment program,,,Implement a plant nutrition program,,,Implement a propagation plan,,,Implement a retaining wall project,,,Install pressurised irrigation systems,,,Maintain nursery plants,,,Operate pressurised irrigation systems,,,Perform specialist amenity pruning,,,Plan and maintain plant displays,,,Prepare and apply chemicals to control pest weeds and diseases,,,Prepare specialised plants,,,Receive and dispatch nursery products,,,Recognise plants,,,Report on health and condition of trees,,,Transport and store chemicals,,,Troubleshoot irrigation systems,,,Use organisation computers or data systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
