Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
PG,Macquarie University,North Ryde,Master of Business Analytics and Master of Information Technology in Networking,Humanities and Social Science,"39,600",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-business-analytics-and-master-of-information-technology-in-networking,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:
Master of Business Analytics: This comprehensive, flexible degree has a strong focus on the real-world application of business analytics tools and techniques. You’ll develop your knowledge and understanding of computer programming, databases, applied statistics and machine learning techniques applied to big data. You’ll become adept at recognising the importance of ethical reasoning in the solution of analytic-related problems. And you’ll learn how to collaborate and communicate effectively with diverse teams to achieve a range of purposes in different contexts.
Master of Information Technology in Networking: In this degree, you’ll develop an in-depth integrated knowledge of advanced concepts in network and internetwork technologies, and learn how to apply them to solving practical problems in networked IT systems, as well as related topics such as network design and security. If you have undergraduate qualifications in IT, computing or engineering (with suitable units in computer programming), this degree will enable you to transition into the internetworking field.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Business Analytics and Master of Information Technology in Cyber Security,Computer Science & Information Technology,"39,600",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-business-analytics-and-master-of-information-technology-in-cyber-security,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Business Analytics: This comprehensive, flexible degree has a strong focus on the real-world application of business analytics tools and techniques. You’ll develop your knowledge and understanding of computer programming, databases, applied statistics and machine learning techniques applied to big data. You’ll become adept at recognising the importance of ethical reasoning in the solution of analytic-related problems. And you’ll learn how to collaborate and communicate effectively with diverse teams to achieve a range of purposes in different contexts.
Master of Information Technology in Cyber Security: This technical degree provides up-to-date knowledge and practical training for a successful career in the burgeoning field of cyber security. Completing this degree will arm you with technical skills in cryptography, networks, artificial intelligence and mobile data communications.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Business Analytics and Master of Management,Business & Commerce & Finance & Accounting,"39,200",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-business-analytics-and-master-of-management,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of Business Analytics: Developed and refined in consultation with industry so content is always current and relevant, this degree will equip you with the knowledge and skills to help businesses better understand their consumers, innovate, reduce their risk and maximise opportunities.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Commerce and Master of Finance,Business & Commerce & Finance & Accounting,"39,200",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-commerce-and-master-of-finance,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Commerce: A practical and flexible course, which is designed to meet employer needs, to help you extend your business knowledge making you highly employable in a wide range of careers. Want to develop depth in a certain business discipline? You can choose one or two specialisations under this degree.
Master of Finance: This comprehensive, flexible and career-oriented degree has been designed to meet the needs of employers who are seeking finance professionals with highly practical skills. You’ll learn how to apply the advanced technical skills required to examine, interpret and appraise a range of financial information and market conditions. You’ll study recent developments and issues in banking and finance, and professional practice – with a particular focus on ethical, social, regulatory, economic, sustainability and global perspectives. And you’ll conduct independent research and exercise professional judgement in solving complex banking and financial problems.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Commerce and Master of International Business,Business & Commerce & Finance & Accounting,"39,200",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-commerce-and-master-of-international-business,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Commerce: A practical and flexible course, which is designed to meet employer needs, to help you extend your business knowledge making you highly employable in a wide range of careers. Want to develop depth in a certain business discipline? You can choose one or two specialisations under this degree.
Master of International Business: This prestigious course will equip you with the skills and knowledge you'll need to set up and lead global enterprises. You'll develop a solid understanding of core business disciplines with an international focus so you can take your career around the world.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Commerce and Master of International Relations,Humanities and Social Science,"38,400",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-commerce-and-master-of-international-relations,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Commerce: A practical and flexible course, which is designed to meet employer needs, to help you extend your business knowledge making you highly employable in a wide range of careers. Want to develop depth in a certain business discipline? You can choose one or two specialisations under this degree.
Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism, the NGO sector, international business or academia.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Commerce and Master of Management,Business & Commerce & Finance & Accounting,"39,200",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-commerce-and-master-of-management,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of Commerce: This degree will prepare you to become a business professional in a wide range of careers. You'll study a set of extensive and integrated foundation units that will orient you to business, and then you’ll complete one or two majors to develop depth in your chosen discipline.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Commerce and Master of Marketing,Business & Commerce & Finance & Accounting,"39,200",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-commerce-and-master-of-marketing,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:
Master of Commerce: A practical and flexible course, which is designed to meet employer needs, to help you extend your business knowledge making you highly employable in a wide range of careers. Want to develop depth in a certain business discipline? You can choose one or two specialisations under this degree.
Master of Marketing: Designed in consultation with industry, this degree takes a practical, applied approach to teaching and learning, and will enable you to work in a team, identify opportunities and creatively solve business problems. It will provide you with the knowledge, skills and professional attributes you’ll need to advance your career in the rapidly changing world of marketing.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Commerce and Master of Media and Communication,Business & Commerce & Finance & Accounting,"36,800",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-commerce-and-master-of-media-and-communication,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Commerce: A practical and flexible course, which is designed to meet employer needs, to help you extend your business knowledge making you highly employable in a wide range of careers. Want to develop depth in a certain business discipline? You can choose one or two specialisations under this degree.
Master of Media and Communication: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism, the NGO sector, international business or academia.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Conservation Biology and Master of Environment,Business & Commerce & Finance & Accounting,"38,800",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-conservation-biology-and-master-of-environment,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Conservation Biology:  Conserving the environment has become a global priority, and those with specialist skills in identifying and implementing strategies for preserving our rich diversity are in demand. This course which focuses on the theory, practice and ethics of biological conservation from the level of wild populations to entire ecosystems will equip you with such specialist skills.
Master of Environment: This multidisciplinary course will provide you with skills and knowledge regarding the social and biophysical drivers of environmental change, so that as a graduate, you'll be equipped to seek innovative solutions to issues emerging around human-environment interactions.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Counter Terrorism and Master of Criminology,Humanities and Social Science,"36,000",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-counter-terrorism-and-master-of-criminology,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Counter Terrorism:  This practice-oriented course will prepare you to analyse real-world counter terrorism challenges. You'll learn about the theory and practice of counter terrorism studies; the emerging domestic, regional and international challenges related to terrorism and their implications for counter terrorism approaches and policies; and the evolution of Australia's counter terrorism strategies and policies. It will also equip you with a practical skill set.
Master of Criminology: This course will develop your skills in advanced criminology theory, applied criminological research and criminal justice policy analysis. As a graduate you'll use your knowledge drawn from fields including sociology, psychology, psychiatry and social anthropology to better understand, measure and evaluate crime.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Counter Terrorism and Master of Intelligence,Humanities and Social Science,"36,000",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-counter-terrorism-and-master-of-intelligence,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Counter Terrorism:  This practice-oriented course will prepare you to analyse real-world counter terrorism challenges. You'll learn about the theory and practice of counter terrorism studies; the emerging domestic, regional and international challenges related to terrorism and their implications for counter terrorism approaches and policies; and the evolution of Australia's counter terrorism strategies and policies. It will also equip you with a practical skill set.
Master of Intelligence: This course will equip you with a practical skill set, enabling you to analyse real-world intelligence challenges. You'll also develop a deep understanding of the evolution of Australia's intelligence community, as well as the emerging domestic, regional and international challenges that surround intelligence.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Counter Terrorism and Master of International Trade and Commerce Law,Humanities and Social Science,"38,000",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-counter-terrorism-and-master-of-international-trade-and-commerce-law,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Counter Terrorism:  This practice-oriented course will prepare you to analyse real-world counter terrorism challenges. You'll learn about the theory and practice of counter terrorism studies; the emerging domestic, regional and international challenges related to terrorism and their implications for counter terrorism approaches and policies; and the evolution of Australia's counter terrorism strategies and policies. It will also equip you with a practical skill set.
Master of International Trade and Commerce Law: In this course, you'll extend your knowledge of the legal, governance and policy issues relevant to international and domestic trade and commerce so that you develop a broad and well-rounded understanding of the area, as well as skills to advance your career.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Counter Terrorism and Master of International Relations,Humanities and Social Science,"36,000",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-counter-terrorism-and-master-of-international-relations,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Counter Terrorism:  You'll learn about the theory and practice of counter terrorism studies; the emerging domestic, regional and international challenges related to terrorism and their implications for counter terrorism approaches and policies; and the evolution of Australia's counter terrorism strategies and policies. It will also equip you with a practical skill set.
Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism,the NGO sector, international business or academia.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Counter Terrorism and Master of Laws,Humanities and Social Science,"38,000",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-counter-terrorism-and-master-of-laws,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Counter Terrorism:   This practice-oriented course will prepare you to analyse real-world counter terrorism challenges. You'll learn about the theory and practice of counter terrorism studies; the emerging domestic, regional and international challenges related to terrorism and their implications for counter terrorism approaches and policies; and the evolution of Australia's counter terrorism strategies and policies. It will also equip you with a practical skill set.
Master of Laws: This degree will simultaneously extend your legal research, and your practical legal skills and knowledge to an advanced level. It offers you the flexibility to focus on a particular area of law, such as environmental law, international law, human rights law or business law, or to choose a broader program of study covering a variety of legal areas. You’ll gain the skills to think critically and respond flexibly by applying your research and practical skills to the wide range of potential issues you may confront in your career.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Counter Terrorism and Master of Public and Social Policy,Humanities and Social Science,"35,600",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-counter-terrorism-and-master-of-public-and-social-policy,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Counter Terrorism: This practice-oriented course will prepare you to analyse real-world counter terrorism challenges. You'll learn about the theory and practice of counter terrorism studies; the emerging domestic, regional and international challenges related to terrorism and their implications for counter terrorism approaches and policies; and the evolution of Australia's counter terrorism strategies and policies. It will also equip you with a practical skill set.
Master of Public and Social Policy: With its dual focus on policy analysis and applied social research, this unique degree will give you a deep understanding of the forces that shape policy and the processes involved in making it. You’ll develop advanced skills in critical analysis to help you design and deliver effective policy solutions that serve the public interest, as well as the confidence to make socially informed judgements in a range of specialist policy areas.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Counter Terrorism and Master of Security and Strategic Studies,Humanities and Social Science,"36,000",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-counter-terrorism-and-master-of-security-and-strategic-studies,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Counter Terrorism:  This practice-oriented course will prepare you to analyse real-world counter terrorism challenges. You'll learn about the theory and practice of counter terrorism studies; the emerging domestic, regional and international challenges related to terrorism and their implications for counter terrorism approaches and policies; and the evolution of Australia's counter terrorism strategies and policies. It will also equip you with a practical skill set.
Master of Security and Strategic Studies: This course will prepare you to analyse and make sense of contemporary security and strategic challenges. You will learn about dynamics behind major geopolitical and geostrategic issues and multidimensional non-traditional security challenges, analytical methods to evaluate strategic choices, and the evolution of Australia's interests and grand strategy.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Creative Industries and Master of International Relations,Humanities and Social Science,"35,600",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-creative-industries-and-master-of-international-relations,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Creative Industries:  This professionally focused degree will provide you with the skills you’ll require to meet the challenges associated with a rapidly shifting professional context that’s increasingly focused on digital production, distribution and audience engagement strategies. You’ll develop an advanced understanding and appreciation of a range of approaches to contemporary production, distribution and audience engagement. You’ll advance your knowledge of creative media project design, aesthetics and management. And you’ll have access to professional-quality studios for screen production, drama, dance, music recording and radio production; industry-standard digital workstations; a specially equipped theatre for screenings; and digital production tools.
Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments. It will also equip you for an international career in diplomacy, journalism, the NGO sector, international business or academia.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Creative Industries and Master of Management,Business & Commerce & Finance & Accounting,"36,400",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-creative-industries-and-master-of-management,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of Creative Industries: This professionally focused degree will provide you with the skills you’ll require to meet the challenges associated with a rapidly shifting professional context that’s increasingly focused on digital production, distribution and audience engagement strategies. You’ll develop an advanced understanding and appreciation of a range of approaches to contemporary production, distribution and audience engagement.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
