Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
PG,Australian National University,Canberra,Master of Environmental and Resource Economics,Tourism and Hotel Management,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MEREC,English,A,"This program provides the tools of economic analysis at an advanced level and applies them to policy issues with a focus on environmental and resource economics. Areas of specialisation covered in elective courses include: agricultural and resource economics, cost-benefit analysis, economic development, econometric methods, economic regulation, and environmental and natural resource policy. A common theme across these courses is the integration of environmental and resource decisions into the broader context of national and international economic policy. Graduates find ready employment with universities, national and international policy agencies, leading corporations and civil society organisations.","use advanced tools to analyse the economic effects of policy change and to formulate economic policies understand the issues in the coordination of policies in environmental and resource economics access the academic literature in applied economics and economic policy undertake independent research in applied economics and policy, especially in environmental and resource economics",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Environmental Management and Development,Humanities and Social Science,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MEMDV,English,A,"The Master of Environmental Management and Development will boost your career in natural resource management and environmental policy, and improve your professional ability to respond to the complex challenges of sustainable development.Offered by the internationally-renowned Crawford School, the program will equip you with the theoretical understanding and practical skills you need to contribute to the goals of economic viability, social acceptability and environmental sustainability in different social and political contexts.Focus areas include biodiversity conservation, food security, climate change, social impacts, environmental governance, and management of primary resources such as water, fisheries, forests, and minerals. A wide range of elective courses from across ANU is also available. Credit and exemptions may be given for prior study and work experience, including to the pre-sessional program.","identify and critically analyse complex environmental and development problems and the key issues that comprise them; demonstrate theoretical knowledge, research and practical professional skills, together with an appreciation of how they inform and shape debate, and an understanding of their strengths and weaknesses; understand, synthesise and explain contemporary environment and development policy issues from alternative disciplinary and social perspectives, with an appreciation of context; articulate ideas clearly and communicate them persuasively in a range of formats to diverse audiences; contribute to social, economic and environmental equity and wellbeing..",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Environmental Management and Development - Online,Humanities and Social Science,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MEMOL,English,A,"The Master of Environmental Management and Development - Online will boost your career in natural resource management and environmental policy, and improve your professional ability to respond to the complex challenges of sustainable development.Offered by the internationally-renowned Crawford School, the program will equip you with the theoretical understanding and practical skills you need to contribute to the goals of economic viability, social acceptability and environmental sustainability in different social and political contexts.Focus areas include biodiversity conservation, climate change, social impacts, environmental governance, and management of primary resources such as water, fisheries, forests, and minerals.Credit and exemptions may be given for prior study and work experience, including to the pre-sessional program.","identify and critically analyse complex environmental and development problems and the key issues that comprise them; demonstrate theoretical knowledge, research and practical professional skills, together with an appreciation of how they inform and shape debate, and an understanding of their strengths and weaknesses; understand, synthesise and explain contemporary environment and development policy issues from alternative disciplinary and social perspectives, and an appreciation of context; articulate ideas clearly and communicate these persuasively in a range of formats to diverse audiences; contribute to social, economic and environmental wellbeing.",Australia,Yes,Yes,No,Yes,Yes,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Environmental Science,Creative Arts & Design & Music,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MENVS,English,A,"Shape a sustainable future for our planet with the ANU Master of Environmental Science.You’ll be studying at one of the top 10 universities in the world for environmental science, developing your breadth of knowledge in environmental science and its applications, and depth in aspects of one or more of the biological, earth and environmental or ecological environmental sciences.Find out more about studying Environmental Science, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","Demonstrate both a broad knowledge base in the environmental sciences and depth of knowledge in aspects of one or more of environmental biology, environmental earth science, and environmental and ecological science Independently apply their advanced knowledge and analytical, research, teamwork, and oral and written communication skills in professional practice in the environmental sciences Effectively communicate knowledge and understanding in the environmental sciences to both specialist and non-specialist audiences",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Environmental Science (Advanced),Creative Arts & Design & Music,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5.5,https://programsandcourses.anu.edu.au/2021/program/VENVS,English,A,"Shape a sustainable future for our planet with the ANU Master of Environmental Science.You’ll be studying at one of the top 10 universities in the world for environmental science, developing your breadth of knowledge in environmental science and its applications, and depth in aspects of one or more of the biological, earth and environmental or ecological environmental sciences.The Advanced program incorporates up to a year of research with mentoring by a Supervisor and the production of a thesis.Find out more about studying Environmental Science, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","Demonstrate both a broad knowledge base in the environmental sciences, and expert knowledge in one or more of the biological sciences, earth and marine sciences and environmental and ecological sciences Independently apply their advanced knowledge and analytical, research, teamwork, and oral and written communication skills in professional practice in the environmental sciences Effectively communicate knowledge and understanding in the environmental sciences to both specialist and non-specialist audiences Demonstrate that they have completed appropriate research training for further study",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Finance,Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/7418XMFIN,English,A,"A Masters in Finance from the Australian National University equips graduates with the necessary skills to excel in the global financial marketplace. Students enrolled in the program examine fundamental principles in finance which are applicable to: valuing financial securities and corporations; utilising derivatives for risk management purposes; and, exploring diversification methods to create investment portfolios. You will be challenged to solve financial problems and will develop a keen analytical mind which is essential when working in the fast paced world of finance. As a Master of Finance graduate from the Australian National University you will be highly sought-after by employers both in Australia and around the world.","Demonstrate an in-depth understanding of corporate finance, securities trading, investments, portfolio construction, derivative pricing and risk management. Recognise, understand and apply finance theory to company valuation. Demonstrate a critical awareness of current issues in finance which is informed by leading edge research and practices in the field. Demonstrate the ability to conduct financial research, acquiring and analysing financial information. Work independently and collaboratively to collect, process, interpret and communicate the outcomes of financial problems.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Financial Economics,Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MFIEC,English,A,"The Master of Financial Economics is an elite, interdisciplinary degree preparing graduates for a career requiring advanced analytical skills and drawing on an advanced knowledge of finance and economics. The program not only teaches students how to apply well known models but also equips them with an understanding of the technical foundations of those models. These skills are highly marketable because they allow for the design and empirical testing of new financial instruments and models in new market environments.","Utilise standard financial models to analyse and price financial assets. Utilise their understanding of the economic foundations of financial assets as claims on resources in various market and corporate settings to design financial instruments and strategies. Use time series statistics and financial econometrics to evaluate financial economic models. Justify and communicate the necessary management skills for dealing with organisations, teams and policy issues, so as to be able to work independently and collaboratively to collect, process, interpret and communicate the outcomes of financial economic problems; and, Demonstrate the skills necessary to critically engage with and evaluate financial economic problems",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Financial Management,Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,1,Year,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MFINM,English,A,"The ANU Master of Financial Management will equip you to excel in a business career anywhere in the world. You will gain access to leading academics with extensive industry and research experience. Courses within the Master of Financial Management have been developed in consultation with key industry partners in the finance sector, assuring you that the advanced skillset you will develop in the program will prepare you for a rewarding career in business.","Select, adapt, apply and communicate advanced financial concepts; Justify company valuation outcomes using finance theory; Examine current issues in finance using leading-edge research and practices in the field; Demonstrate strong cognitive, technical and communication skills to work independently and collaboratively to collect, process, interpret and communicate the outcomes of financial problems; and, Communicate complex portfolio structures and strategies to a diverse audience.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Forestry,Humanities and Social Science,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MFORE,English,A,"Covering close to a third of the world’s surface, forests provide ecosystem services that are critical to human society and to environmental sustainability.  Forestry encompasses the critically important management of natural forests and woodlands, plantations and agroforestry, through the practical application of scientific, economic and social principles.The Master of Forestry at ANU reflects the diversity of perspectives needed for effective forest resource management. You will take courses that develop your knowledge in either the science and methods or policy and management aspects of forestry and sustainable forest management.Find out more about studying Forestry, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","Demonstrate expert specialist knowledge and cognitive skills across a broad range of contemporary issues and challenges in forestry and forest sciences Independently apply their knowledge and understanding of complex information and their analytical abilities to a range of problems, concepts and theories concerning forestry and forest sciences Effectively communicate knowledge and understanding of forest science, methods, policy and management to a diversity of stakeholders",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Forestry (Advanced),Humanities and Social Science,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5.5,https://programsandcourses.anu.edu.au/2021/program/VFORE,English,A,"Covering close to a third of the world’s surface, forests provide ecosystem services that are critical to human society and to environmental sustainability.  Forestry encompasses the critically important management of natural forests and woodlands, plantations and agroforestry, through the practical application of scientific, economic and social principles.The Master of Forestry at ANU reflects the diversity of perspectives needed for effective forest resource management. You will take courses that develop your knowledge in either the science and methods or policy and management aspects of forestry and sustainable forest management.The Advanced program incorporates up to a year of research with mentoring by a Supervisor and the production of a thesis.Find out more about studying Forestry, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","Demonstrate expert specialist knowledge and cognitive skills across a broad range of contemporary issues and challenges in forestry and forest sciences Independently apply their knowledge and understanding of complex information and their analytical abilities to a range of problems, concepts and theories concerning forestry and forest sciences Effectively communicate knowledge and understanding of forest science, methods, policy and management to a diversity of stakeholders Demonstrate that they have completed appropriate research training for further study",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of General and Applied Linguistics,Humanities and Social Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MLING,English,A,"The human capacity for language is at the heart of the study of linguistics. The field encompasses the nature of different languages and the nature of language as a cognitive and social phenomenon. It asks questions such as: How do we communicate? In what ways are languages different and similar? How do we learn language? Why does language change over time? What is the relationship between mind and language? The Master of General and Applied Linguistics offers the opportunity to explore these and many other questions through an especially broad selection of topics. The program will provide you with a solid grounding in linguistic theory, analysis and associated methodologies, and offers the opportunity to study language as a cognitive, social and historical process. Students can also study a broad range of languages as part of the degree.","apply established theoretical frameworks critically and creatively at an advanced level to the description, analysis and explanation of linguistic data and language use; identify sources of linguistic data, and evaluate the reliability of those sources and their relevance to theoretical issues; research complex language phenomena using a variety of sources and techniques, and communicate this research to both specialist and non-specialist audiences; and apply a sophisticated understanding of language and its use to real-world language contexts.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of General and Applied Linguistics (Advanced),Humanities and Social Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VLING,English,A,"The human capacity for language is at the heart of the study of linguistics. The field encompasses the nature of different languages and the nature of language as a cognitive and social phenomenon. It asks questions such as: How do we communicate? In what ways are languages different and similar? How do we learn language? Why does language change over time? What is the relationship between mind and language? The Master of General and Applied Linguistics (Advanced) offers the opportunity to explore these and many other questions through an especially broad selection of topics. The program will provide you with a solid grounding in linguistic theory, analysis and associated methodologies, and offers the opportunity to study language as a cognitive, social and historical process. Students can also study a broad range of languages as part of the degree.Career OptionsThe Master of General and Applied Linguistics (Advanced) can advance your career in education, translation and interpreting, language teaching, speech pathology, audiology, editing, language policy, cross-cultural communication, language documentation and other positions in government and private business. It is also a pathway to further studies.","apply established theoretical frameworks critically and creatively at an advanced level to the description, analysis and explanation of linguistic data and language use; identify sources of linguistic data, and evaluate the reliability of those sources and their relevance to theoretical issues; research complex language phenomena using a variety of sources and techniques, and communicate this research to both specialist and non-specialist audiences; and apply a sophisticated understanding of language and its use to real-world language contexts. complete a major piece of research in the field of general and applied linguistics",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Globalisation (Advanced),Humanities and Social Science,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VGLOB,English,A,"How do you give your career an edge in an increasingly globalised world? You become an expert in globalisation itself.The Master of Globalisation (Advanced) is the only degree in Australia focusing on the rapid pace of economic, cultural, political and social change in the world today and the challenges it brings.The program is designed to meet your professional needs, with problem-based learning, research methods and tailored focus areas including business, security, development, environmental sustainability, culture, communications and regional implications.Students enter the Master of Globalisation (Advanced) by transfer from the Master of Globalisation.","develop a theoretical and pragmatic understanding of globalisation, its complexities and issues; develop an appreciation of different disciplinary approaches to globalisation and what each offers to contemporary understanding of global politics; develop advanced analytical and research methods skills; attain highly developed oral and written communication skills. understand and critically engage with globalisation theories and debates independently engage in ethically-sound research; effectively present conceptual frameworks, methods and findings both orally and in writing.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of History,Humanities and Social Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MHIST,English,A,"With internationally renowned teaching staff, and surrounded by national cultural institutions, ANU is a historian’s dream.Studying history at ANU you can draw upon our prize-winning teaching and research in Australian, North American, ancient, early modern and modern European, and British history, and the expertise of our leading centres for Indigenous history, environmental history, and biography.The resources of the National Library of Australia, the National Archives of Australia, the National Museum of Australia, and the National Gallery of Australia are also all at your fingertips.The Master of History provides the theoretical grounding and practical skills you need for the advanced study of history, plus the opportunity to tailor a program according to your interests. If you’re a secondary school teacher, you are able to focus on areas in the national curriculum for history.","Review, analyse, and synthesise historical materials, knowledge and theory; Exercise critical thinking in historical theory while developing understanding of historical interpretations and debates; Learn the technical skills needed to undertake independent historical research; Present a clear and coherent exposition of historical ideas and materials to a variety of audiences, and Undertake an independent research project.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of History (Advanced),Humanities and Social Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VHIST,English,A,"With internationally renowned teaching staff, and surrounded by national cultural institutions, ANU is a historian’s dream.Studying history at ANU you can draw upon our prize-winning teaching and research in Australian, North American, ancient, early modern and modern European, and British history, and the expertise of our leading centres for Indigenous history, environmental history, and biography.The resources of the National Library of Australia, the National Archives of Australia, the National Museum of Australia, and the National Gallery of Australia are also all at your fingertips.The Master of History (Advanced) provides the theoretical grounding and practical skills you need for the advanced study of history, plus the opportunity to tailor a program according to your interests. If you’re a secondary school teacher, you are able to focus on areas in the national curriculum for history.","Review, analyse, and synthesise historical materials, knowledge and theory; Exercise critical thinking in historical theory while developing understanding of historical interpretations and debates; Learn the technical skills needed to undertake independent historical research; Present a clear and coherent exposition of historical ideas and materials to a variety of audiences, and Complete a major piece of research in the field of history",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of International and Development Economics,Humanities and Social Science,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MIDEC,English,A,"Join an internationally-renowned network of leading economic practitioners and researchers at Crawford School and graduate with a world-class master’s degree in international and development economics.The program will equip you with the tools of advanced economic analysis, and the skill to apply them to economic policies for trade, finance, development and the environment. You can choose from electives including international trade, banking and monetary policy, economic development, econometric methods, economic regulation, and environmental and natural resource policy.","use advanced tools to analyse the economic effects of policy change and to formulate economic policies understand the issues in the coordination of policies in international and development economics access the academic literature in applied economics and economic policy undertake independent research in applied economics and policy, especially in international and development economics",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of International Law and Diplomacy,Law,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MINLD,English,A,"The Master of International Law and Diplomacy is your pathway to professional advancement, equipping you with specialised knowledge and skills to effectively represent your country or organisation at an international level.This highly valuable qualification deepens your understanding of the way diplomacy and law operate in, and interact with, the modern world. It equips you with legal and diplomatic skills and knowledge for the 21st century job market. The degree also provides exciting study and career options in the prestigious arenas of diplomatic and international legal practice.You will be taught by internationally recognised research scholars from the ANU College of Law and the Asia-Pacific College of Diplomacy, as well as senior diplomatic and international legal practitioners from Australia and elsewhere. You will graduate from a world-class university, positioning you firmly in the centre of a global network of leading diplomatic and international legal scholars and policy-makers.","Demonstrate in-depth knowledge of diplomacy and international law and its contemporary challenges, from the perspective of multiple actors, including states, civil service departments, intergovernmental organisations, non-government organisations and multinational corporations; Display effective diplomatic and international legal research and writing skills to address complex diplomatic and legal challenges with an international or transnational dimension; Display effective diplomatic and international legal advocacy skills, with the ability to engage with transnational issues to solve or avoid problems with the use of negotiation, persuasion, advocacy and appropriate practices; Research and apply theories of diplomacy and international law to reflect upon the global management of the world’s problems through diplomatic dialogue, the role of the use of force, and design multi-stakeholder processes that lead to solutions; Use high-level research and writing skills to undertake self-directed study and communicate findings in academic and practical contexts, justifying their approach and methods as appropriate; Use their knowledge and skills to analyse new areas of concern in both scholarly and policy-relevant terms.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of International Management,Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MIMGT,English,A,"The Master of International Management program equips graduates and professionals from any discipline to become evidence-based decision makers, innovative problem solvers, responsible social citizens, and future leaders. The program provides specialised knowledge and skills in the area of international business, and can be tailored to include a second specialisation.","Evaluate and synthesize evidence to inform decision making Create opportunities and novel solutions to organisational challenges Work effectively with others to resolve challenges Adapt to complex and uncertain situations Engage, inform and influence stakeholders Incorporate the influence of a changing global environment Model ethical behaviour and make principled decisions Apply specialised knowledge and skills in the area of international business",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of International Management (Advanced),Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VIMGT,English,A,"The Master of International Management Advance (MIM Adv) program equips graduates and professionals from any discipline to become evidence-based decision makers, innovative problem solvers, responsible social citizens, and future leaders. The program provides specialised knowledge and skills in the area of international business, and meets the entry requirements for a PhD.","Evaluate and synthesize evidence to inform decision making Create opportunities and novel solutions to organisational challenges Work effectively with others to resolve challenges Adapt to complex and uncertain situations Engage, inform and influence stakeholders Incorporate the influence of a changing global environment Model ethical behaviour and make principled decisions Apply specialised knowledge and skills in the area of international business Undertake a substantial independent research study",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of International Relations,Humanities and Social Science,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MINTR,English,A,"Studying international relations at ANU means you will be studying the best program of its kind in Australia and graduating with one of the most respected degrees in this field in the world. The Master of International Relations is the only international relations program in Australia that blends a concern with global politics, leading disciplinary innovations in thought and practice, and an engagement with the Asia-Pacific region. The program equips you with a keen understanding of the pressing issues of our time by providing you with access to globally recognised experts in face-to-face seminars. In this degree, students will learn to make sense of the big political and security trends taking place in the region and the world and come to terms with the significant debates in the field of International Relations. The Master of International Relations encourages and equips students to form their own world views and generate their own analyses of the important issues shaping our world today.","Discuss the dynamics of contemporary international relations, especially in the Asia-Pacific region; Discuss the key theories for the analysis of contemporary international relations; Use international relations theory to reflect upon contemporary problems in areas such as international security, global governance, international political economy or human rights; Conduct high-level research and writing to undertake self-directed study in international relations; Analyse new areas of concern in both scholarly and policy-relevant terms; Communicate findings in academic and practical contexts, justifying the approach and methods used as appropriate.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Islam in the Modern World (Advanced),Humanities and Social Science,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VIIMW,English,A,"Meet the growing demand for expertise in Islamic politics and Muslim societies with a unique degree from the ANU’s Centre for Arab and Islamic Studies.The Master of Islam in the Modern World (Advanced) will take you on a journey through the various dynamics and debates surrounding and influencing contemporary Islam. The degree covers the relationship between Islam and dynamics such as politics, culture, political economy, and international relations. It exposes you to the great debates on Islam, such as its compatibility with democracy, its views towards modern economic and development ideas, and its role as an ideological and political force on the world stage. It provides the option of undertaking a specialisation in Islamic Banking. The degree also gives you expertise on Islam in various parts of the world, with courses focusing on, or using case studies from, the Middle East, Southeast Asia, Central Asia, Europe, and elsewhere.You will also have the opportunity to learn one of the languages most relevant to the study of the Muslim world; Arabic, Indonesian, Persian or Turkish.","explain factors shaping contemporary Islam, in particular the complex interactions of key institutional structures, historical events, religious tenets, and political and sociological dynamics; form, explain and defend analyses of the impacts of Islam on contemporary Muslim-majority nation-states around the world, including in the realms of politics, societal dynamics, culture, and international affairs; assess the role of Islam in various Muslim-majority nation-states and other nation-states with significant Muslim populations, contrasting the role of Islam both across nation-states and relative to other factors that shape these polities and societies; and conduct detailed and complex research into issues related to contemporary Islam, applying a range of advanced approaches, methodologies, and explanatory frameworks. complete a major piece of research in the field of Islam in the modern world.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Laws,Law,"48,384.00",,AUD,Years,1,Year,Yes,No,Undergraduate GPA (Scale of 7.0),4,https://programsandcourses.anu.edu.au/2021/program/MLLM,English,A,"Study a Master of Laws at Australia’s national law school at Australia’s top-ranked University. This highly valuable qualification deepens your understanding of the way law operates in, and interacts with, the modern world and equips you with skills and knowledge for the 21st century job market.Pursue a general LLM for a broad perspective of law’s role in domestic and international societies.  Or focus your studies on one of three specialisations – Public Law, International Law or Private & Commercial Law.Open to law and non-law graduates, the LLM offers you the flexibility to complete your studies in a way that suits you. Courses are delivered in a variety of modes – semester length, online or in a shorter ‘intensive’ format.Upon completion, you will join a prestigious and highly recognised alumni network of over 19,000 professionals in Australia and around the globe.","develop and apply specialist knowledge within the areas of law studied. evaluate case law, legislation and scholarly writings on the specialist areas of law studied. synthesise legal materials into a concise and cohesive argument that addresses a legal question. incorporate social, comparative or interdisciplinary approaches into legal analysis. undertake legal research and present findings using a variety of materials and sources. engage in original and critical reflection on the law. contribute to debates on theoretical, policy and practical issues in the areas of law studied.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Leadership,Humanities and Social Science,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MLEAD,English,A,"The Master of Leadership (MOL) program equips graduates and professionals from any discipline to become evidence-based decision makers, innovative problem solvers, responsible social citizens, and future leaders. The MOL program provides specialised knowledge and skills in the area of leadership, and can be tailored to include a second specialisation.","Evaluate and synthesize evidence to inform decision making Create opportunities and novel solutions to organisational challenges Work effectively with others to resolve challenges Adapt to complex and uncertain situations Engage, inform and influence stakeholders Incorporate the influence of a changing global environment Model ethical behaviour and make principled decisions Apply specialised knowledge and skills in the area of leadership",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Leadership (Advanced),Humanities and Social Science,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VLEAD,English,A,"The Master of Leadership (Advanced) (MOL Adv) program equips graduates and professionals from any discipline to become evidence-based decision makers, innovative problem solvers, responsible social citizens, and future leaders. The program provides specialised knowledge and skills in the area of leadership, and meets the entry requirements for a PhD.","Evaluate and synthesize evidence to inform decision making Create opportunities and novel solutions to organisational challenges Work effectively with others to resolve challenges Adapt to complex and uncertain situations Engage, inform and influence stakeholders Incorporate the influence of a changing global environment Model ethical behaviour and make principled decisions Apply specialised knowledge and skills in the area of leadership Undertake a substantial independent research study",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
