Study_Mode,Course_Lang,Duration,Availability,Study_Type,Currency_Time,Blended,Offline,Faculty,Mode_of_Study,Local_Fees,Online_Only,Description,Currency,Online,Course,Part_Time,Int_Description,University,Website,Full_Time,City,Course_Level,Career_Outcomes,Level_Code,Duration_Time,Int_Fees,Distance
1,English,4,D,Offline,Years,,Yes,Medical and Nursing,Full Time / Part Time,7745,No,"In this double degree you will gain the skills and knowledge needed to become both a registered nurse and a registered paramedic. The Bachelor of Nursing is known for producing adaptable, safe and ethical nurses – in fact, more nurses graduate from ACU than anywhere else in Australia.  We use learner-centred approaches including case studies and situation-based learning to enhance students' experiences as well as their readiness for the workplace. The Bachelor of Paramedicine at ACU aims to create professional paramedics who are motivated to improve communities by providing compassionate primary, urgent and emergency health care in dynamic environments. We use case studies and authentic learning experiences to maximise student engagement and prepare them for assisting individuals and the community. As a graduate, you will be qualified to work in a wide range of careers and areas, such as a: With further study and experience, a registered paramedic can become qualified ambulance paramedic, community care paramedic, special event paramedic, rural and remote specialist, intensive care paramedic, team leaders, clinical instructors, health care managers, clinical educators, humanitarian aid worker, flight paramedics or rescue paramedics. Bachelor of Nursing/Bachelor of Paramedicine students will also gain valuable practical experience in a range of health care environments. You may also have the opportunity to participate in international study experiences to gain unique educational and cultural experiences working in care facilities in developing countries.",AUD,Yes,Bachelor of Nursing/Bachelor of Paramedicine,Yes,"The Bachelor of Nursing/Bachelor of Business Administration will prepare you to meet the evolving business management expectations of contemporary health services.Health is increasingly seen as a business and registered nurses are increasingly moving from bedside care into middle management roles early in their careers where they are expected to take leadership roles in multi-disciplinary teams. As a nurse, you will be required to contribute to the success of that business through effective management of staff and financial resources.Graduates can pursue a range of careers in government and/or private hospitals, management, education and research, health promotion, and a wide range of occupations that require an understanding of business processes.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nursingbachelor_of_paramedicine,Yes,Brisbane,Bachelor,"Graduates can pursue a range of local, national and international nursing and paramedicine career opportunities. These could include working in areas such as primary care, aged care, community care, digital health care, or the medical, surgical or emergency setting.",UG,Years,32287.5,Blended
1,English,4,D,Offline,Years,,Yes,Medical and Nursing,Full Time / Part Time,7745,No,"In this double degree you will gain the skills and knowledge needed to become both a registered nurse and a registered paramedic. The Bachelor of Nursing is known for producing adaptable, safe and ethical nurses – in fact, more nurses graduate from ACU than anywhere else in Australia.  We use learner-centred approaches including case studies and situation-based learning to enhance students' experiences as well as their readiness for the workplace. The Bachelor of Paramedicine at ACU aims to create professional paramedics who are motivated to improve communities by providing compassionate primary, urgent and emergency health care in dynamic environments. We use case studies and authentic learning experiences to maximise student engagement and prepare them for assisting individuals and the community. As a graduate, you will be qualified to work in a wide range of careers and areas, such as a: With further study and experience, a registered paramedic can become qualified ambulance paramedic, community care paramedic, special event paramedic, rural and remote specialist, intensive care paramedic, team leaders, clinical instructors, health care managers, clinical educators, humanitarian aid worker, flight paramedics or rescue paramedics. Bachelor of Nursing/Bachelor of Paramedicine students will also gain valuable practical experience in a range of health care environments. You may also have the opportunity to participate in international study experiences to gain unique educational and cultural experiences working in care facilities in developing countries.",AUD,Yes,Bachelor of Nursing/Bachelor of Paramedicine,Yes,"The Bachelor of Nursing/Bachelor of Business Administration will prepare you to meet the evolving business management expectations of contemporary health services.Health is increasingly seen as a business and registered nurses are increasingly moving from bedside care into middle management roles early in their careers where they are expected to take leadership roles in multi-disciplinary teams. As a nurse, you will be required to contribute to the success of that business through effective management of staff and financial resources.Graduates can pursue a range of careers in government and/or private hospitals, management, education and research, health promotion, and a wide range of occupations that require an understanding of business processes.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nursingbachelor_of_paramedicine,Yes,Canberra,Bachelor,"Graduates can pursue a range of local, national and international nursing and paramedicine career opportunities. These could include working in areas such as primary care, aged care, community care, digital health care, or the medical, surgical or emergency setting.",UG,Years,32287.5,Blended
1,English,4,A,Offline,Years,,Yes,Computer Science & Information Technology,Full Time / Part Time,9573,No,"Nutrition Science provides an extensive knowledge and skills base in the scientific principles that underpin the study of food and nutrition, to promote health and optimal nutrition in individuals and the wider community, with the capacity to apply knowledge and skills in an ethical and respectful manner. The degree promotes the relationship between food/nutrition and health as a major contributor to wellbeing and disease prevention through the lifespan. Graduates will be able to demonstrate cognitive, technical and communication skills that meet the standards to undertake professional work in nutrition and the food science field. The Bachelor of Business Administration is a general business degree without specialisation in a particular subject area. The course is structured around 6 business foundation units which are common to other undergraduate business courses and a further 4 units that will build your business knowledge in areas such as human resource management, marketing and management. Combining the Bachelor of Nutrition Science with the Bachelor of Business Administration will enable graduates to utilise their knowledge and skills in industry, the public service or in small business enterprises.",AUD,Yes,Bachelor of Nutrition Science/Bachelor of Business Administration,Yes,"Nutrition Science provides an extensive knowledge and skills base in the scientific principles that underpin the study of food and nutrition, to promote health and optimal nutrition in individuals and the wider community, with the capacity to apply knowledge and skills in an ethical and respectful manner. The degree promotes the relationship between food/nutrition and health as a major contributor to wellbeing and disease prevention through the lifespan. Graduates will be able to demonstrate cognitive, technical and communication skills that meet the standards to undertake professional work in nutrition and the food science field.The Bachelor of Business Administration is a general business degree without specialisation in a particular subject area. The course is structured around 6 business foundation units which are common to other undergraduate business courses and a further 4 units that will build your business knowledge in areas such as human resource management, marketing and management.Combining the Bachelor of Nutrition Science with the Bachelor of Business Administration will enable graduates to utilise their knowledge and skills in industry, the public service or in small business enterprises.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nutrition_sciencebachelor_of_business_administration,Yes,Melbourne,Bachelor,National and international health agencies State and federal government health departments Public health nutritionist Industry nutritionist Private practice nutritionist Nutrition assessment Nutrition communicator Food science and technology industry Food safety and regulation Quality assurance Research and product development Education sector,UG,Years,29080,Blended
1,English,4,A,Offline,Years,,Yes,Computer Science & Information Technology,Full Time / Part Time,9573,No,"Nutrition Science provides an extensive knowledge and skills base in the scientific principles that underpin the study of food and nutrition, to promote health and optimal nutrition in individuals and the wider community, with the capacity to apply knowledge and skills in an ethical and respectful manner. The degree promotes the relationship between food/nutrition and health as a major contributor to wellbeing and disease prevention through the lifespan. Graduates will be able to demonstrate cognitive, technical and communication skills that meet the standards to undertake professional work in nutrition and the food science field. The Bachelor of Business Administration is a general business degree without specialisation in a particular subject area. The course is structured around 6 business foundation units which are common to other undergraduate business courses and a further 4 units that will build your business knowledge in areas such as human resource management, marketing and management. Combining the Bachelor of Nutrition Science with the Bachelor of Business Administration will enable graduates to utilise their knowledge and skills in industry, the public service or in small business enterprises.",AUD,Yes,Bachelor of Nutrition Science/Bachelor of Business Administration,Yes,"Nutrition Science provides an extensive knowledge and skills base in the scientific principles that underpin the study of food and nutrition, to promote health and optimal nutrition in individuals and the wider community, with the capacity to apply knowledge and skills in an ethical and respectful manner. The degree promotes the relationship between food/nutrition and health as a major contributor to wellbeing and disease prevention through the lifespan. Graduates will be able to demonstrate cognitive, technical and communication skills that meet the standards to undertake professional work in nutrition and the food science field.The Bachelor of Business Administration is a general business degree without specialisation in a particular subject area. The course is structured around 6 business foundation units which are common to other undergraduate business courses and a further 4 units that will build your business knowledge in areas such as human resource management, marketing and management.Combining the Bachelor of Nutrition Science with the Bachelor of Business Administration will enable graduates to utilise their knowledge and skills in industry, the public service or in small business enterprises.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nutrition_sciencebachelor_of_business_administration,Yes,North Sydney,Bachelor,National and international health agencies State and federal government health departments Public health nutritionist Industry nutritionist Private practice nutritionist Nutrition assessment Nutrition communicator Food science and technology industry Food safety and regulation Quality assurance Research and product development Education sector,UG,Years,29080,Blended
1,English,5,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,8916,No,"The Bachelor of Philosophy/Bachelor of Laws has been designed to produce graduates who are well-trained in legal theory and practice, knowledgeable in philosophical and ethical issues related to the law, and skilled in textual analysis, argumentation and communication. As a graduate, you can aspire to a range of professional careers in an increasingly global environment. As a graduate you can pursue a range of legal careers including private practice as a solicitor or barrister; legal officer in the public sector; in-house counsel for a wide range of organisations including corporations, regulatory authorities and NGOs; education; government administration; media and communications; public policy development; and in commerce and industry. While undertaking your legal studies, you will also be undertaking core and elective studies in various areas of Philosophy, such as ethics, epistemology (theory of knowledge), jurisprudence (philosophy of law), theories of human nature, social and political philosophy, logic, and the history of philosophy. In this way, you will develop keen insight into the broader context within which the law operates, an enhanced awareness of the complexities of legal theory and practice, as well as the kinds of analytical skills needed in contemporary legal practice contexts. Should you wish to do so, there is also provision within the flexible program to undertake studies in other areas of the humanities. As part of this degree you complete 80 hours of pro bono work (after your first year), providing you with firsthand experience of the legal system while allowing you to contribute to the common good.",AUD,Yes,Bachelor of Philosophy/Bachelor of Laws,Yes,"The Bachelor of Philosophy/Bachelor of Laws has been designed to produce graduates who are well-trained in legal theory and practice, knowledgeable in philosophical and ethical issues related to the law, and skilled in textual analysis, argumentation and communication. As a graduate, you can aspire to a range of professional careers in an increasingly global environment.As a graduate you can pursue a range of legal careers including private practice as a solicitor or barrister; legal officer in the public sector; in-house counsel for a wide range of organisations including corporations, regulatory authorities and NGOs; education; government administration; media and communications; public policy development; and in commerce and industry.While undertaking your legal studies, you will also be undertaking core and elective studies in various areas of Philosophy, such as ethics, epistemology (theory of knowledge), jurisprudence (philosophy of law), theories of human nature, social and political philosophy, logic, and the history of philosophy. In this way, you will develop keen insight into the broader context within which the law operates, an enhanced awareness of the complexities of legal theory and practice, as well as the kinds of analytical skills needed in contemporary legal practice contexts. Should you wish to do so, there is also provision within the flexible program to undertake studies in other areas of the humanities.As part of this degree you complete 80 hours of pro bono work (after your first year), providing you with firsthand experience of the legal system while allowing you to contribute to the common good.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_philosophybachelor_of_laws,Yes,Brisbane,Bachelor,"private legal practice as a solicitor or barrister legal officer in the public sector (for example in federal or state government departments and publicly funded organisations as diverse as national regulatory bodies, universities or public broadcasters) in-house counsel to a wide range of organisations from corporations to trade unions education government administration media and communications public and policy development commerce and industry Specialist legal practice in various other fields such as cultural institutions; community and charitable organisations; creative industries; tourism.",UG,Years,30600,Blended
1,English,5,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,8916,No,"The Bachelor of Philosophy/Bachelor of Laws has been designed to produce graduates who are well-trained in legal theory and practice, knowledgeable in philosophical and ethical issues related to the law, and skilled in textual analysis, argumentation and communication. As a graduate, you can aspire to a range of professional careers in an increasingly global environment. As a graduate you can pursue a range of legal careers including private practice as a solicitor or barrister; legal officer in the public sector; in-house counsel for a wide range of organisations including corporations, regulatory authorities and NGOs; education; government administration; media and communications; public policy development; and in commerce and industry. While undertaking your legal studies, you will also be undertaking core and elective studies in various areas of Philosophy, such as ethics, epistemology (theory of knowledge), jurisprudence (philosophy of law), theories of human nature, social and political philosophy, logic, and the history of philosophy. In this way, you will develop keen insight into the broader context within which the law operates, an enhanced awareness of the complexities of legal theory and practice, as well as the kinds of analytical skills needed in contemporary legal practice contexts. Should you wish to do so, there is also provision within the flexible program to undertake studies in other areas of the humanities. As part of this degree you complete 80 hours of pro bono work (after your first year), providing you with firsthand experience of the legal system while allowing you to contribute to the common good.",AUD,Yes,Bachelor of Philosophy/Bachelor of Laws,Yes,"The Bachelor of Philosophy/Bachelor of Laws has been designed to produce graduates who are well-trained in legal theory and practice, knowledgeable in philosophical and ethical issues related to the law, and skilled in textual analysis, argumentation and communication. As a graduate, you can aspire to a range of professional careers in an increasingly global environment.As a graduate you can pursue a range of legal careers including private practice as a solicitor or barrister; legal officer in the public sector; in-house counsel for a wide range of organisations including corporations, regulatory authorities and NGOs; education; government administration; media and communications; public policy development; and in commerce and industry.While undertaking your legal studies, you will also be undertaking core and elective studies in various areas of Philosophy, such as ethics, epistemology (theory of knowledge), jurisprudence (philosophy of law), theories of human nature, social and political philosophy, logic, and the history of philosophy. In this way, you will develop keen insight into the broader context within which the law operates, an enhanced awareness of the complexities of legal theory and practice, as well as the kinds of analytical skills needed in contemporary legal practice contexts. Should you wish to do so, there is also provision within the flexible program to undertake studies in other areas of the humanities.As part of this degree you complete 80 hours of pro bono work (after your first year), providing you with firsthand experience of the legal system while allowing you to contribute to the common good.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_philosophybachelor_of_laws,Yes,Melbourne,Bachelor,"private legal practice as a solicitor or barrister legal officer in the public sector (for example in federal or state government departments and publicly funded organisations as diverse as national regulatory bodies, universities or public broadcasters) in-house counsel to a wide range of organisations from corporations to trade unions education government administration media and communications public and policy development commerce and industry Specialist legal practice in various other fields such as cultural institutions; community and charitable organisations; creative industries; tourism.",UG,Years,30600,Blended
1,English,5,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,8916,No,"The Bachelor of Philosophy/Bachelor of Laws has been designed to produce graduates who are well-trained in legal theory and practice, knowledgeable in philosophical and ethical issues related to the law, and skilled in textual analysis, argumentation and communication. As a graduate, you can aspire to a range of professional careers in an increasingly global environment. As a graduate you can pursue a range of legal careers including private practice as a solicitor or barrister; legal officer in the public sector; in-house counsel for a wide range of organisations including corporations, regulatory authorities and NGOs; education; government administration; media and communications; public policy development; and in commerce and industry. While undertaking your legal studies, you will also be undertaking core and elective studies in various areas of Philosophy, such as ethics, epistemology (theory of knowledge), jurisprudence (philosophy of law), theories of human nature, social and political philosophy, logic, and the history of philosophy. In this way, you will develop keen insight into the broader context within which the law operates, an enhanced awareness of the complexities of legal theory and practice, as well as the kinds of analytical skills needed in contemporary legal practice contexts. Should you wish to do so, there is also provision within the flexible program to undertake studies in other areas of the humanities. As part of this degree you complete 80 hours of pro bono work (after your first year), providing you with firsthand experience of the legal system while allowing you to contribute to the common good.",AUD,Yes,Bachelor of Philosophy/Bachelor of Laws,Yes,"The Bachelor of Philosophy/Bachelor of Laws has been designed to produce graduates who are well-trained in legal theory and practice, knowledgeable in philosophical and ethical issues related to the law, and skilled in textual analysis, argumentation and communication. As a graduate, you can aspire to a range of professional careers in an increasingly global environment.As a graduate you can pursue a range of legal careers including private practice as a solicitor or barrister; legal officer in the public sector; in-house counsel for a wide range of organisations including corporations, regulatory authorities and NGOs; education; government administration; media and communications; public policy development; and in commerce and industry.While undertaking your legal studies, you will also be undertaking core and elective studies in various areas of Philosophy, such as ethics, epistemology (theory of knowledge), jurisprudence (philosophy of law), theories of human nature, social and political philosophy, logic, and the history of philosophy. In this way, you will develop keen insight into the broader context within which the law operates, an enhanced awareness of the complexities of legal theory and practice, as well as the kinds of analytical skills needed in contemporary legal practice contexts. Should you wish to do so, there is also provision within the flexible program to undertake studies in other areas of the humanities.As part of this degree you complete 80 hours of pro bono work (after your first year), providing you with firsthand experience of the legal system while allowing you to contribute to the common good.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_philosophybachelor_of_laws,Yes,North Sydney,Bachelor,"private legal practice as a solicitor or barrister legal officer in the public sector (for example in federal or state government departments and publicly funded organisations as diverse as national regulatory bodies, universities or public broadcasters) in-house counsel to a wide range of organisations from corporations to trade unions education government administration media and communications public and policy development commerce and industry Specialist legal practice in various other fields such as cultural institutions; community and charitable organisations; creative industries; tourism.",UG,Years,30600,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"ACU’s undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including: This learning helps to prepare all students for optional further postgraduate study which may lead to registration as a professional psychologist. The Bachelor of Arts degree is designed to produce knowledgeable, articulate and innovative graduates recognised by their skills to think systematically and critically, gather and evaluate evidence from many and diverse sources, communicate clearly, and apply ethical principles to decision making for variety of professional and industries. The program offers the choice of more than 20 majors and minors in the humanities, social sciences and visual and performing arts to encourage students to design their own academic program that reflects their intellectual interests and career aspirations. Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations.",AUD,Yes,Bachelor of Psychological Science/Bachelor of Arts,Yes,"ACU’s undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including:This learning helps to prepare all students for optional further postgraduate study which may lead to registration as a professional psychologist.The Bachelor of Arts degree is designed to produce knowledgeable, articulate and innovative graduates recognised by their skills to think systematically and critically, gather and evaluate evidence from many and diverse sources, communicate clearly, and apply ethical principles to decision making for variety of professional and industries.The program offers the choice of more than 20 majors and minors in the humanities, social sciences and visual and performing arts to encourage students to design their own academic program that reflects their intellectual interests and career aspirations.Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_psychological_sciencebachelor_of_arts,Yes,Melbourne,Bachelor,Counselling Child welfare and development Community work Education Health Human resources Marketing and Market research Fourth year study in psychology to pursue a career in psychology,UG,Years,24336,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"ACU’s undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including: This learning helps to prepare all students for optional further postgraduate study which may lead to registration as a professional psychologist. The Bachelor of Arts degree is designed to produce knowledgeable, articulate and innovative graduates recognised by their skills to think systematically and critically, gather and evaluate evidence from many and diverse sources, communicate clearly, and apply ethical principles to decision making for variety of professional and industries. The program offers the choice of more than 20 majors and minors in the humanities, social sciences and visual and performing arts to encourage students to design their own academic program that reflects their intellectual interests and career aspirations. Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations.",AUD,Yes,Bachelor of Psychological Science/Bachelor of Arts,Yes,"ACU’s undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including:This learning helps to prepare all students for optional further postgraduate study which may lead to registration as a professional psychologist.The Bachelor of Arts degree is designed to produce knowledgeable, articulate and innovative graduates recognised by their skills to think systematically and critically, gather and evaluate evidence from many and diverse sources, communicate clearly, and apply ethical principles to decision making for variety of professional and industries.The program offers the choice of more than 20 majors and minors in the humanities, social sciences and visual and performing arts to encourage students to design their own academic program that reflects their intellectual interests and career aspirations.Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_psychological_sciencebachelor_of_arts,Yes,New South Wales,Bachelor,Counselling Child welfare and development Community work Education Health Human resources Marketing and Market research Fourth year study in psychology to pursue a career in psychology,UG,Years,24336,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,8357,No,"ACU's undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including: This learning helps to prepare all students for optional further postgraduate study which may lead to registration as a professional psychologist. Therefore, the aims of ACU's Bachelor of Psychological Science are to: Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations. The Bachelor of Commerce provides excellent grounding in many areas of business as well as detailed knowledge and skills in your selected major – human resource management, management or marketing. Our graduates understand the ethical, social, political and economic contexts that guide decision-making. The Bachelor of Commerce will not only help you launch your business career but also prepare you for future managerial positions.",AUD,Yes,Bachelor of Psychological Science/Bachelor of Commerce,Yes,"ACU's undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including:This learning helps to prepare all students for optional further postgraduate study which may lead to registration as a professional psychologist.Therefore, the aims of ACU's Bachelor of Psychological Science are to:Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations.The Bachelor of Commerce provides excellent grounding in many areas of business as well as detailed knowledge and skills in your selected major – human resource management, management or marketing. Our graduates understand the ethical, social, political and economic contexts that guide decision-making. The Bachelor of Commerce will not only help you launch your business career but also prepare you for future managerial positions.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_psychological_sciencebachelor_of_commerce,Yes,Melbourne,Bachelor,Counselling Child welfare and development Community work Education Health Human resources Marketing and Market research Fourth year study in psychology to pursue a career in psychology Business management Policy administration Business regulation Advertising and marketing communication,UG,Years,26792,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,8357,No,"ACU's undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including: This learning helps to prepare all students for optional further postgraduate study which may lead to registration as a professional psychologist. Therefore, the aims of ACU's Bachelor of Psychological Science are to: Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations. The Bachelor of Commerce provides excellent grounding in many areas of business as well as detailed knowledge and skills in your selected major – human resource management, management or marketing. Our graduates understand the ethical, social, political and economic contexts that guide decision-making. The Bachelor of Commerce will not only help you launch your business career but also prepare you for future managerial positions.",AUD,Yes,Bachelor of Psychological Science/Bachelor of Commerce,Yes,"ACU's undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including:This learning helps to prepare all students for optional further postgraduate study which may lead to registration as a professional psychologist.Therefore, the aims of ACU's Bachelor of Psychological Science are to:Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations.The Bachelor of Commerce provides excellent grounding in many areas of business as well as detailed knowledge and skills in your selected major – human resource management, management or marketing. Our graduates understand the ethical, social, political and economic contexts that guide decision-making. The Bachelor of Commerce will not only help you launch your business career but also prepare you for future managerial positions.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_psychological_sciencebachelor_of_commerce,Yes,New South Wales,Bachelor,Counselling Child welfare and development Community work Education Health Human resources Marketing and Market research Fourth year study in psychology to pursue a career in psychology Business management Policy administration Business regulation Advertising and marketing communication,UG,Years,26792,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,7745,No,"Psychology and exercise science share a common goal of assisting individuals and groups to optimise their functioning and performance, and the combined knowledge of these two disciplines will equip graduates of this double degree to provide high quality services to their clients. Exercise scientists working with clinical populations and high performance athletes will benefit from the knowledge and skills gained from many core topics within psychology, including motivation, emotion, individual differences, psychological disorders, and decision making. ACU's undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including: The Bachelor of Exercise and Sports Science progresses students from foundation knowledge, understanding and skills in human anatomy, physiology and the sub-disciplines of Exercise Science, into their application in movement, exercise and sporting contexts, such as exercise testing, prescription and delivery. Students are then progressed into authentic learning experiences in which they can integrate their evidence-based learnings and scope of practice in applied, industry-based settings. This professional practice provides students with the opportunity to reflect upon their transition from learning to practitioner. The course has qualifying accreditation status with Exercise and Sports Science Australia. Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations.",AUD,Yes,Bachelor of Psychological Science/Bachelor of Exercise and Sports Science,Yes,"Psychology and exercise science share a common goal of assisting individuals and groups to optimise their functioning and performance, and the combined knowledge of these two disciplines will equip graduates of this double degree to provide high quality services to their clients. Exercise scientists working with clinical populations and high performance athletes will benefit from the knowledge and skills gained from many core topics within psychology, including motivation, emotion, individual differences, psychological disorders, and decision making.ACU's undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including:The Bachelor of Exercise and Sports Science progresses students from foundation knowledge, understanding and skills in human anatomy, physiology and the sub-disciplines of Exercise Science, into their application in movement, exercise and sporting contexts, such as exercise testing, prescription and delivery. Students are then progressed into authentic learning experiences in which they can integrate their evidence-based learnings and scope of practice in applied, industry-based settings. This professional practice provides students with the opportunity to reflect upon their transition from learning to practitioner. The course has qualifying accreditation status with Exercise and Sports Science Australia. Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_psychological_sciencebachelor_of_exercise_and_sports_science,Yes,Melbourne,Bachelor,"Counselling Child welfare and development Community work Education Health Human resources Marketing and Market research Fourth year study in psychology to pursue a career in psychology, including sports psychology Government and non-government health, sport and recreation departments High performance sport organisations Sports institutes and academies Corporate fitness Exercise scientist Sports scientist Health and fitness consultant Strength and conditioning coach Sports coach Rehabilitation coach Performance analyst Fitness advisor Sports science manager Physical activity officer Allied health assistant",UG,Years,24336,Blended
