Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Subject_or_Unit_1,Subject_or_Unit_2,Subject_or_Unit_3,Subject_or_Unit_4,Subject_or_Unit_5,Subject_or_Unit_6,Subject_or_Unit_7,Subject_or_Unit_8,Subject_or_Unit_9,Subject_or_Unit_10,Subject_or_Unit_11,Subject_or_Unit_12,Subject_or_Unit_13,Subject_or_Unit_14,Subject_or_Unit_15,Subject_or_Unit_16,Subject_or_Unit_17,Subject_or_Unit_18,Subject_or_Unit_19,Subject_or_Unit_20,Subject_or_Unit_21,Subject_or_Unit_22,Subject_or_Unit_23,Subject_or_Unit_24,Subject_or_Unit_25,Subject_or_Unit_26,Subject_or_Unit_27,Subject_or_Unit_28,Subject_or_Unit_29,Subject_or_Unit_30,Subject_or_Unit_31,Subject_or_Unit_32,Subject_or_Unit_33,Subject_or_Unit_34,Subject_or_Unit_35,Subject_or_Unit_36,Subject_or_Unit_37,Subject_or_Unit_38,Subject_or_Unit_39,Subject_or_Unit_40
BA,Macquarie University,North Ryde,Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Modern Greek Studies is unavailable,Humanities and Social Science,,"9,250",AUD,Years,4,Years,No,No,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-modern-greek-studies,English,N,"Studying Modern History gives you a rich perspective on the evolution of today's complex and rapidly evolving world. You'll also gain valuable skills in research, analysing evidence and retrieving information. You will learn numerous skills, including understanding, change management, critical and analytical thinking, communication skills, cultural awareness, problem-solving, social engagement, and sound judgement.
First-year units provide a broad introduction to modern history in Australian, European and world history. Upper-level units reflect the University's strengths in world history, postcolonial history, media history, European history and Australian history. Upper-level courses also reflect the department's strengths in European history, world history, post-colonial history, cultural history, and Australian history.",PROFESSIONS: Teacher in prior to school settings or primary schools. Educator and trainer of adults. Educational adviser to government or other agencies. Educational policy planner. Education officer within a range of public and private institutions. Educational researcherEMPLOYERS: Department of Education and Communities. Non-government schools. Training agencies,Australia,No,No,No,No,No,,Exploring English,Mathematics in the Secondary School I,Who the Bloody Hell Are We?: Story and Citizenship in Australian History,Adolescent Development and Classroom Practice,,From the Beats to the Bachelorette: A History of Popular Culture since 1945,From Charlemagne to Game of Thrones: The Middle Ages Then and Now,History in the Secondary School II,Screening the Past: History on Film and Television,Twentieth-Century Europe,History in the Secondary School I,Using and Interpreting Educational Data,Australian Politics in Global Context,EDUC units at 3000 level,A Global History of Sport,"Forging the West: A World History of Europe, 1215-1788",Mathematics in the Secondary School II,Exploring Australian Education: Social and Historical Contexts,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001",Between Hope and Despair: A History of Human Rights,Introduction to Law and Social Justice,Geography in the Secondary School II,Culture and Power in Renaissance Europe,English in the Secondary School II,Transitioning to the Secondary Teaching Profession,Capitalism in World History: From the Silk Roads to Amazon,Introducing Indigenous Australia,Humanities and the World,"Natural Hazards, Disasters and their Management","Language, Culture and Communication",Introduction to Sociology: Understanding contemporary society,Indigenous Education,Introduction to Global Politics,Practice of Teaching: Classroom Management and Assessment in the Secondary School,Practice of Teaching: Culturally and Linguistically Diverse Secondary Classrooms,Introduction to Sociology: Understanding everyday life,Geography in the Secondary School I,The Living Environment,English as a Second Language in Schools I,English in the Secondary School I
BA,Macquarie University,North Ryde,Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Mathematical Studies is unavailable,Humanities and Social Science,,"9,250",AUD,Years,4,Years,No,No,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-mathematical-studies,English,N,"Studying Modern History gives you a rich perspective on the evolution of today's complex and rapidly evolving world. You'll also gain valuable skills in research, analysing evidence and retrieving information. You will learn numerous skills, including understanding, change management, critical and analytical thinking, communication skills, cultural awareness, problem-solving, social engagement, and sound judgement.
First-year units provide a broad introduction to modern history in Australian, European and world history. Upper-level units reflect the University's strengths in world history, postcolonial history, media history, European history and Australian history. Upper-level courses also reflect the department's strengths in European history, world history, post-colonial history, cultural history, and Australian history.",PROFESSIONS: Teacher in prior to school settings or primary schools. Educator and trainer of adults. Educational adviser to government or other agencies. Educational policy planner. Education officer within a range of public and private institutions. Educational researcherEMPLOYERS: Department of Education and Communities. Non-government schools. Training agencies,Australia,No,No,No,No,No,,Exploring English,Mathematics in the Secondary School I,Who the Bloody Hell Are We?: Story and Citizenship in Australian History,Adolescent Development and Classroom Practice,,From the Beats to the Bachelorette: A History of Popular Culture since 1945,From Charlemagne to Game of Thrones: The Middle Ages Then and Now,History in the Secondary School II,Screening the Past: History on Film and Television,Twentieth-Century Europe,History in the Secondary School I,Using and Interpreting Educational Data,Australian Politics in Global Context,EDUC units at 3000 level,A Global History of Sport,"Forging the West: A World History of Europe, 1215-1788",Mathematics in the Secondary School II,Exploring Australian Education: Social and Historical Contexts,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001",Between Hope and Despair: A History of Human Rights,Introduction to Law and Social Justice,Geography in the Secondary School II,Culture and Power in Renaissance Europe,English in the Secondary School II,Transitioning to the Secondary Teaching Profession,Capitalism in World History: From the Silk Roads to Amazon,Introducing Indigenous Australia,Humanities and the World,"Natural Hazards, Disasters and their Management","Language, Culture and Communication",Introduction to Sociology: Understanding contemporary society,Indigenous Education,Introduction to Global Politics,Practice of Teaching: Classroom Management and Assessment in the Secondary School,Practice of Teaching: Culturally and Linguistically Diverse Secondary Classrooms,Introduction to Sociology: Understanding everyday life,Geography in the Secondary School I,The Living Environment,English as a Second Language in Schools I,English in the Secondary School I
BA,Macquarie University,North Ryde,Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Japanese Studies,Culture,,"9,250",AUD,Years,4,Years,Yes,Yes,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-japanese-studies,English,I,"Japanese Studies caters to students from beginners to advanced. Units cover language, Japanese manga/anime, literature, culture, and history. There are also translation and interpreting workshops. We emphasise intercultural language learning, where learners explore and understand the relationship between language and culture.
This program can lead to many employment opportunities since Japan is one of the world's most industrialised countries with an important diplomatic presence, and is one of Australia's largest trading partners. Japanese culture is also popular throughout the world through anime, computer games, fashion and cuisine.",PROFESSIONS: Teacher in prior to school settings or primary schools. Educator and trainer of adults. Educational adviser to government or other agencies. Educational policy planner. Education officer within a range of public and private institutions. Educational researcherEMPLOYERS: Department of Education and Communities. Non-government schools. Training agencies,Australia,No,Yes,No,Yes,No,,Why People Believe Weird Things: Making Rational Decisions in an Irrational World,Society and Culture in the Secondary School I,Mathematics in the Secondary School II,I Japanese Studies 5,Japanese Contemporary Culture,Languages in the Secondary School I,Geography in the Secondary School II,Introduction to the Secondary Curriculum,I Japanese Studies 1,Social Sciences in the Secondary School 1,Introduction to Global Politics,I Japanese Studies 3,Languages in the Secondary School II,Social Issues in Contemporary Japan,"Dharug Country: Presences, Places and People",I Japanese Studies 4,LANTITE,Practice of Teaching: Inclusive Education,"Language, Culture and Communication",Introduction to Law and Social Justice,EDUC units at 3000 level,C Japanese Studies 3,,Exploring Japanese Literature,Indigenous Education,Mathematics in the Secondary School I,English as a Second Language in Schools I,Introducing Indigenous Australia,Introduction to Sociology: Understanding contemporary society,History in the Secondary School I,Japanese Studies in Action,Geography in the Secondary School I,I Japanese Studies 6,Practice of Teaching: Classroom Management and Assessment in the Secondary School,"Natural Hazards, Disasters and their Management",C Japanese Studies 5,Practice of Teaching: Culturally and Linguistically Diverse Secondary Classrooms,I Japanese Studies 2,C Japanese Studies 4,Using and Interpreting Educational Data
BA,Macquarie University,North Ryde,Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Italian Studies is unavailable,Culture,,"9,250",AUD,Years,4,Years,No,No,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-italian-studies,English,N,"Japanese Studies caters to students from beginners to advanced. Units cover language, Japanese manga/anime, literature, culture, and history. There are also translation and interpreting workshops. We emphasise intercultural language learning, where learners explore and understand the relationship between language and culture.
This program can lead to many employment opportunities since Japan is one of the world's most industrialised countries with an important diplomatic presence, and is one of Australia's largest trading partners. Japanese culture is also popular throughout the world through anime, computer games, fashion and cuisine.",PROFESSIONS: Teacher in prior to school settings or primary schools. Educator and trainer of adults. Educational adviser to government or other agencies. Educational policy planner. Education officer within a range of public and private institutions. Educational researcherEMPLOYERS: Department of Education and Communities. Non-government schools. Training agencies,Australia,No,No,No,No,No,,Why People Believe Weird Things: Making Rational Decisions in an Irrational World,Society and Culture in the Secondary School I,Mathematics in the Secondary School II,I Japanese Studies 5,Japanese Contemporary Culture,Languages in the Secondary School I,Geography in the Secondary School II,Introduction to the Secondary Curriculum,I Japanese Studies 1,Social Sciences in the Secondary School 1,Introduction to Global Politics,I Japanese Studies 3,Languages in the Secondary School II,Social Issues in Contemporary Japan,"Dharug Country: Presences, Places and People",I Japanese Studies 4,LANTITE,Practice of Teaching: Inclusive Education,"Language, Culture and Communication",Introduction to Law and Social Justice,EDUC units at 3000 level,C Japanese Studies 3,,Exploring Japanese Literature,Indigenous Education,Mathematics in the Secondary School I,English as a Second Language in Schools I,Introducing Indigenous Australia,Introduction to Sociology: Understanding contemporary society,History in the Secondary School I,Japanese Studies in Action,Geography in the Secondary School I,I Japanese Studies 6,Practice of Teaching: Classroom Management and Assessment in the Secondary School,"Natural Hazards, Disasters and their Management",C Japanese Studies 5,Practice of Teaching: Culturally and Linguistically Diverse Secondary Classrooms,I Japanese Studies 2,C Japanese Studies 4,Using and Interpreting Educational Data
BA,Macquarie University,North Ryde,Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Human Geography is unavailable,Culture,,"9,250",AUD,Years,4,Years,No,No,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-human-geography,English,N,"Japanese Studies caters to students from beginners to advanced. Units cover language, Japanese manga/anime, literature, culture, and history. There are also translation and interpreting workshops. We emphasise intercultural language learning, where learners explore and understand the relationship between language and culture.
This program can lead to many employment opportunities since Japan is one of the world's most industrialised countries with an important diplomatic presence, and is one of Australia's largest trading partners. Japanese culture is also popular throughout the world through anime, computer games, fashion and cuisine.",PROFESSIONS: Teacher in prior to school settings or primary schools. Educator and trainer of adults. Educational adviser to government or other agencies. Educational policy planner. Education officer within a range of public and private institutions. Educational researcherEMPLOYERS: Department of Education and Communities. Non-government schools. Training agencies,Australia,No,No,No,No,No,,Why People Believe Weird Things: Making Rational Decisions in an Irrational World,Society and Culture in the Secondary School I,Mathematics in the Secondary School II,I Japanese Studies 5,Japanese Contemporary Culture,Languages in the Secondary School I,Geography in the Secondary School II,Introduction to the Secondary Curriculum,I Japanese Studies 1,Social Sciences in the Secondary School 1,Introduction to Global Politics,I Japanese Studies 3,Languages in the Secondary School II,Social Issues in Contemporary Japan,"Dharug Country: Presences, Places and People",I Japanese Studies 4,LANTITE,Practice of Teaching: Inclusive Education,"Language, Culture and Communication",Introduction to Law and Social Justice,EDUC units at 3000 level,C Japanese Studies 3,,Exploring Japanese Literature,Indigenous Education,Mathematics in the Secondary School I,English as a Second Language in Schools I,Introducing Indigenous Australia,Introduction to Sociology: Understanding contemporary society,History in the Secondary School I,Japanese Studies in Action,Geography in the Secondary School I,I Japanese Studies 6,Practice of Teaching: Classroom Management and Assessment in the Secondary School,"Natural Hazards, Disasters and their Management",C Japanese Studies 5,Practice of Teaching: Culturally and Linguistically Diverse Secondary Classrooms,I Japanese Studies 2,C Japanese Studies 4,Using and Interpreting Educational Data
BA,Macquarie University,North Ryde,Bachelor of Arts and Bachelor of Education (Secondary) with a Major in German Studies,Humanities and Social Science,,"9,250",AUD,Years,4,Years,Yes,Yes,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-german-studies,English,I,"German Studies provides you with a sound knowledge of the German language and culture through an intensive language teaching and a critical analysis of Germany's literature, history and culture. German units are for students from beginners to advanced. They cover German language and its varieties in literature, film, history, culture and its major city, Berlin.
If you want to use German professionally you could consider combining your study with disciplines such as politics, science, education, international communication, media, law or economics and finance.",PROFESSIONS: Teacher in prior to school settings or primary schools. Educator and trainer of adults. Educational adviser to government or other agencies. Educational policy planner. Education officer within a range of public and private institutions. Educational researcherEMPLOYERS: Department of Education and Communities. Non-government schools. Training agencies,Australia,No,Yes,No,Yes,No,,History in the Secondary School I,I German Studies 4,The Living Environment,Geography in the Secondary School I,English in the Secondary School II,History in the Secondary School II,"Language, Culture and Communication",Berlin - A Window to German Culture and History,Languages in the Secondary School II,I German Studies 2,Languages in the Secondary School I,German Short Term Residential Program 3,Introducing Indigenous Australia,Visualising Cultures,Society and Culture in the Secondary School I,Introduction to Law and Social Justice,Practice of Teaching: ICT in the Secondary School,"Language, Literature, Translation: Intercultural Perspectives",International Exchange Experience,Critical Thinking,I German Studies 5,C German Studies 6,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001",Mathematics in the Secondary School II,Studying the Past from the Bronze Age to Byzantium,Arts Capstone,English in the Secondary School I,Exploring English,Australian Politics in Global Context,C German Studies 5,C German Studies 7,EDUC units at 3000 level,Language in Use,Indigenous Education,I German Studies 1,Introduction to the Secondary Curriculum,English as a Second Language in Schools I,German Short Term Residential Program 2,"Forging the West: A World History of Europe, 1215-1788",Geography in the Secondary School II
BA,Macquarie University,North Ryde,Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Geography,Humanities and Social Science,,"9,250",AUD,Years,4,Years,Yes,Yes,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-geography,English,I,"Geography is the study of place, space and the environment. Fundamentally interdisciplinary, geography is one of the few disciplines that encompasses very different ways of knowing, including the natural and social sciences, and the humanities. Geographers investigate the character of places, the distribution of phenomena across space, biophysical processes and features, and dynamic relationships between humans and environments. Geographers are, therefore, uniquely equipped to understand and address critical problems facing the world.
This major will give you advanced knowledge and understanding of the social and biophysical processes that shape Australian and other environments. You’ll evaluate data and knowledge from environmental and social sciences, including Indigenous perspectives, to develop geographical ways of understanding contemporary environmental issues. You’ll analyse and synthesise complex environmental, economic, social and political information to enable a geographical understanding of humans, environments and the dynamic relationships between them. You’ll develop critical analysis skills as you apply theories and concepts to case studies, including from the perspective of environmental justice.","PROFESSIONS: Climate change assessment and planner. Climatology and meteorology specialist. Coastal, marine and hydrographic analyst. Community development officer. Conservation, heritage and land management officer. Ecological sustainability officer. Environmental and social impact assessor. Environmental consultant. Environmental monitoring and management specialist. Environmental scientist. Geomorphologist. Hazard assessment, mitigation and disaster management specialist. Insurance analyst. International development and aid officer. Local and regional development officer. Market researcher. Natural resource manager. Planner (including urban, regional, environmental, social and transport planning). Population analyst. Public policy developer. Public safety, defence and national security specialist. Real estate and land developer. Researcher. Social services and welfare officer. Surveying and geomatics specialist. Teacher (after further study). Tourism managerEMPLOYERS: Aid and development organisations. Bush regeneration groups. Carbon and climate change consultancies. Catchment management authorities. Community sector groups. CSIRO. Environment protection authorities. Environmental and social consultancy companies. Environmental management businesses. Environmental non-government organisations. Insurance companies. Local councils. National parks services. Natural resource companies. Non-government organisations. Planning organisations. Risk management groups. Rural fire services. Schools (government and private). Social and environmental research organisations. State forests. State government service groups and agencies. Sustainable development consultancies. Urban development authorities",Australia,No,Yes,No,Yes,No,,Australian Politics in Global Context,LANTITE,Mathematics in the Secondary School II,History in the Secondary School II,English as a Second Language in Schools I,International Exchange Experience,Exploring English,,Social Sciences in the Secondary School 1,History in the Secondary School I,Introduction to Law and Social Justice,Geography and Planning Field School,Practice of Teaching: Inclusive Education,Mathematics in the Secondary School I,"Forging the West: A World History of Europe, 1215-1788",English in the Secondary School II,Society and Culture in the Secondary School I,Environment and Society,The Living Environment,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001",English in the Secondary School I,Geography in the Secondary School I,Transitioning to the Secondary Teaching Profession,"Natural Hazards, Disasters and their Management",Using and Interpreting Educational Data,Introduction to Global Politics,Critical Thinking,Languages in the Secondary School I,Geography in the Secondary School II,Languages in the Secondary School II,Introducing Human Geography,EDUC units at 3000 level,Learning and Development: An Introduction for Educators,Arts Capstone,Practice of Teaching: ICT in the Secondary School,Environmental Justice in the Anthropocene,Thinking Space,Indigenous Education,Introducing Indigenous Australia,Introduction to the Secondary Curriculum
BA,Macquarie University,North Ryde,Bachelor of Arts and Bachelor of Education (Secondary) with a Major in French and Francophone Studies,Humanities and Social Science,,"9,250",AUD,Years,4,Years,Yes,Yes,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-french-and-francophone-studies,English,I,"Having the ability to communicate successfully across cultures, as well as the expertise to apply language and cultural engagement skills in local and global situations, will enhance your career prospects in a range of professions with an international outlook. 
The French and Francophone International Studies major will develop your proficiency in the language and provide you with an understanding of French and Francophone culture, historical and contemporary global trends, and identity construction in the Francophone world","PROFESSIONS: Communications coordinator. Community support worker. Cultural adviser. Government and business consultant. International trade consultant. Journalist. Language teacher (after further study). Research. Tourism and travel consultant. Translator and interpreter (after further study)EMPLOYERS: Australian Government. Banks. Cultural organisations. International business corporations. International public sector, eg UN agencies, other IGOs and NGOs. Large and small local and multinational businesses. State government agencies. Universities",Australia,No,Yes,No,Yes,No,,Language: Its Structure and Use,EDUC units at 3000 level,Languages in the Secondary School II,International Exchange Experience,Practice of Teaching: ICT in the Secondary School,Language in Use,Social Sciences in the Secondary School 1,C French Studies 6,Humanities and the World,Australian Politics in Global Context,I French Studies 1,History in the Secondary School II,,Identity and Difference: Introduction to Anthropology,International Studies Project,Mathematics in the Secondary School I,History in the Secondary School I,Practice of Teaching: Culturally and Linguistically Diverse Secondary Classrooms,Exploring Australian Education: Social and Historical Contexts,C French Studies 3,Indigenous Education,I French Studies 2,C French Studies 4,I French Studies 3,Introducing Human Geography,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001","Language, Literature, Translation: Intercultural Perspectives","Language, Culture and Communication",Languages in the Secondary School I,Transitioning to the Secondary Teaching Profession,Geography in the Secondary School II,"Dharug Country: Presences, Places and People",English as a Second Language in Schools I,English in the Secondary School II,Geography in the Secondary School I,Practice of Teaching: Inclusive Education,Introduction to Sociology: Understanding contemporary society,Introducing Indigenous Australia,"Natural Hazards, Disasters and their Management",Adolescent Development and Classroom Practice
BA,Macquarie University,North Ryde,Bachelor of Arts and Bachelor of Education (Secondary) with a Major in English,English,,"9,250",AUD,Years,4,Years,Yes,Yes,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-english,English,I,"At Macquarie you can enjoy not only the literature of Great Britain, but also literature from around the world. The English major fosters analytic and creative thought through reading of texts from diverse sources including literary essays across various subject areas such as literature, art, music, film, politics, food and travel. Students will gain an informed, global, cross-cultural perspective of the world and develop written and verbal communication skills that will enhance employment prospects in any industry.","PROFESSIONS: Communications coordinator. Community support worker. Cultural adviser. Government and business consultant. International trade consultant. Journalist. Language teacher (after further study). Research. Tourism and travel consultant. Translator and interpreter (after further study)EMPLOYERS: Australian Government. Banks. Cultural organisations. International business corporations. International public sector, eg UN agencies, other IGOs and NGOs. Large and small local and multinational businesses. State government agencies. Universities",Australia,No,Yes,No,Yes,No,,Mathematics in the Secondary School I,Literature: Modern and Contemporary,Identity and Difference: Introduction to Anthropology,Social Sciences in the Secondary School 1,Introducing Human Geography,Australian Politics in Global Context,Practice of Teaching: Culturally and Linguistically Diverse Secondary Classrooms,Introduction to the Secondary Curriculum,Learning and Development: An Introduction for Educators,Geography in the Secondary School II,Indigenous Education,EDUC units at 3000 level,Society and Culture in the Secondary School I,Practice of Teaching: ICT in the Secondary School,Language: Its Structure and Use,Why People Believe Weird Things: Making Rational Decisions in an Irrational World,English as a Second Language in Schools I,Critical Approaches to Literature,History in the Secondary School II,Geography in the Secondary School I,Mathematics in the Secondary School II,Exploring Australian Education: Social and Historical Contexts,Introducing Indigenous Australia,Critical Thinking,,Languages in the Secondary School II,Transitioning to the Secondary Teaching Profession,20th-Century Literature: Human to Posthuman,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001",Pursuing Research in Literary Studies,International Exchange Experience,History in the Secondary School I,"Revolution, Evolution, Humanity: Literature and Change in the Long Nineteenth Century",Introduction to Sociology: Understanding everyday life,English in the Secondary School I,Literature: Medieval to Modern,Historical Fiction and a Passion for the Past,"Language, Culture and Communication",Using and Interpreting Educational Data,Introduction to Global Politics
BA,Macquarie University,North Ryde,Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Croatian Studies is unavailable,English,,"9,250",AUD,Years,4,Years,No,No,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-croatian-studies,English,N,"At Macquarie you can enjoy not only the literature of Great Britain, but also literature from around the world. The English major fosters analytic and creative thought through reading of texts from diverse sources including literary essays across various subject areas such as literature, art, music, film, politics, food and travel. Students will gain an informed, global, cross-cultural perspective of the world and develop written and verbal communication skills that will enhance employment prospects in any industry.","PROFESSIONS: Communications coordinator. Community support worker. Cultural adviser. Government and business consultant. International trade consultant. Journalist. Language teacher (after further study). Research. Tourism and travel consultant. Translator and interpreter (after further study)EMPLOYERS: Australian Government. Banks. Cultural organisations. International business corporations. International public sector, eg UN agencies, other IGOs and NGOs. Large and small local and multinational businesses. State government agencies. Universities",Australia,No,No,No,No,No,,Mathematics in the Secondary School I,Literature: Modern and Contemporary,Identity and Difference: Introduction to Anthropology,Social Sciences in the Secondary School 1,Introducing Human Geography,Australian Politics in Global Context,Practice of Teaching: Culturally and Linguistically Diverse Secondary Classrooms,Introduction to the Secondary Curriculum,Learning and Development: An Introduction for Educators,Geography in the Secondary School II,Indigenous Education,EDUC units at 3000 level,Society and Culture in the Secondary School I,Practice of Teaching: ICT in the Secondary School,Language: Its Structure and Use,Why People Believe Weird Things: Making Rational Decisions in an Irrational World,English as a Second Language in Schools I,Critical Approaches to Literature,History in the Secondary School II,Geography in the Secondary School I,Mathematics in the Secondary School II,Exploring Australian Education: Social and Historical Contexts,Introducing Indigenous Australia,Critical Thinking,,Languages in the Secondary School II,Transitioning to the Secondary Teaching Profession,20th-Century Literature: Human to Posthuman,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001",Pursuing Research in Literary Studies,International Exchange Experience,History in the Secondary School I,"Revolution, Evolution, Humanity: Literature and Change in the Long Nineteenth Century",Introduction to Sociology: Understanding everyday life,English in the Secondary School I,Literature: Medieval to Modern,Historical Fiction and a Passion for the Past,"Language, Culture and Communication",Using and Interpreting Educational Data,Introduction to Global Politics
BA,Macquarie University,North Ryde,Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Chinese Studies,Humanities and Social Science,,"9,250",AUD,Years,4,Years,Yes,Yes,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-chinese-studies,English,I,"The study of Chinese at Macquarie is based on Mandarin. Classes range from absolute beginner to native speakers. In this major, you'll gain an understanding of the language, as well as knowledge about the society, culture and history of China.
An understanding of Chinese is a useful professional skill that can be especially valuable when combined with a wide range of disciplines including accounting, economics, education, international communication, law, media, politics or science.","PROFESSIONS: Communications coordinator. Community support worker. Cultural adviser. Government and business consultant. International trade consultant. Journalist. Language teacher (after further study). Research. Tourism and travel consultant. Translator and interpreter (after further study)EMPLOYERS: Australian Government. Banks. Cultural organisations. International business corporations. International public sector, eg UN agencies, other IGOs and NGOs. Large and small local and multinational businesses. State government agencies. Universities",Australia,No,Yes,No,Yes,No,,Studying the Past from the Bronze Age to Byzantium,Introduction to Sociology: Understanding everyday life,Languages in the Secondary School I,Transitioning to the Secondary Teaching Profession,Practice of Teaching: ICT in the Secondary School,Introduction to the Secondary Curriculum,Mathematics in the Secondary School I,Arts Capstone,Introduction to Law and Social Justice,Introducing Human Geography,Society and Culture in the Secondary School I,Languages in the Secondary School II,I Chinese Studies 1,Humanities and the World,Mathematics in the Secondary School II,Using and Interpreting Educational Data,"Language, Culture and Communication",I Chinese Studies 6,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001",Introduction to Sociology: Understanding contemporary society,Introducing Indigenous Australia,English in the Secondary School I,,Geography in the Secondary School II,Identity and Difference: Introduction to Anthropology,English as a Second Language in Schools I,EDUC units at 3000 level,I Chinese Studies 2,"Forging the West: A World History of Europe, 1215-1788",Geography in the Secondary School I,"Language, Literature, Translation: Intercultural Perspectives",Australian Politics in Global Context,The Living Environment,History in the Secondary School I,History in the Secondary School II,C Chinese Studies 4,Learning and Development: An Introduction for Educators,International Studies Project,"Natural Hazards, Disasters and their Management",Indigenous Education
BA,Macquarie University,North Ryde,"Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Ancient Greece, Rome and Late Antiquity is unavailable",Humanities and Social Science,,"9,250",AUD,Years,4,Years,No,No,ATAR,75,IELTS,7.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-arts-and-bachelor-of-education-secondary-ancient-greece-rome-and-late-antiquity,English,N,"The study of Chinese at Macquarie is based on Mandarin. Classes range from absolute beginner to native speakers. In this major, you'll gain an understanding of the language, as well as knowledge about the society, culture and history of China.
An understanding of Chinese is a useful professional skill that can be especially valuable when combined with a wide range of disciplines including accounting, economics, education, international communication, law, media, politics or science.","PROFESSIONS: Communications coordinator. Community support worker. Cultural adviser. Government and business consultant. International trade consultant. Journalist. Language teacher (after further study). Research. Tourism and travel consultant. Translator and interpreter (after further study)EMPLOYERS: Australian Government. Banks. Cultural organisations. International business corporations. International public sector, eg UN agencies, other IGOs and NGOs. Large and small local and multinational businesses. State government agencies. Universities",Australia,No,No,No,No,No,,Studying the Past from the Bronze Age to Byzantium,Introduction to Sociology: Understanding everyday life,Languages in the Secondary School I,Transitioning to the Secondary Teaching Profession,Practice of Teaching: ICT in the Secondary School,Introduction to the Secondary Curriculum,Mathematics in the Secondary School I,Arts Capstone,Introduction to Law and Social Justice,Introducing Human Geography,Society and Culture in the Secondary School I,Languages in the Secondary School II,I Chinese Studies 1,Humanities and the World,Mathematics in the Secondary School II,Using and Interpreting Educational Data,"Language, Culture and Communication",I Chinese Studies 6,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001",Introduction to Sociology: Understanding contemporary society,Introducing Indigenous Australia,English in the Secondary School I,,Geography in the Secondary School II,Identity and Difference: Introduction to Anthropology,English as a Second Language in Schools I,EDUC units at 3000 level,I Chinese Studies 2,"Forging the West: A World History of Europe, 1215-1788",Geography in the Secondary School I,"Language, Literature, Translation: Intercultural Perspectives",Australian Politics in Global Context,The Living Environment,History in the Secondary School I,History in the Secondary School II,C Chinese Studies 4,Learning and Development: An Introduction for Educators,International Studies Project,"Natural Hazards, Disasters and their Management",Indigenous Education
